job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement,job_date,job_year,job_month
in-4250b91d85b051d1,,team,Soft,,0.636,Medium,BERT (standalone),0.72,0.81,2025-11-14,2025,2025-11
in-4250b91d85b051d1,,player,Hard,Apply,0.458,Low,BERT (standalone),0.78,0.81,2025-11-14,2025,2025-11
in-4250b91d85b051d1,,self,Hard,Apply,0.452,Low,BERT (standalone),0.72,0.81,2025-11-14,2025,2025-11
in-4250b91d85b051d1,,-motivated,Hard,Apply,0.47,Low,BERT (standalone),0.9,0.81,2025-11-14,2025,2025-11
in-4250b91d85b051d1,,customer,Hard,Apply,0.464,Low,BERT (standalone),0.84,0.81,2025-11-14,2025,2025-11
in-4250b91d85b051d1,,-focused,Hard,Apply,0.499,Low,BERT (standalone),0.84,0.81,2025-11-14,2025,2025-11
in-4250b91d85b051d1,,adaptable,Hard,Apply,0.503,Medium Low,BERT (standalone),0.87,0.81,2025-11-14,2025,2025-11
in-4250b91d85b051d1,,flexible,Soft,,0.631,Medium,BERT (standalone),0.84,0.81,2025-11-14,2025,2025-11
in-4250b91d85b051d1,,innovative,Hard,Apply,0.47,Low,BERT (standalone),0.9,0.81,2025-11-14,2025,2025-11
in-4250b91d85b051d1,,sense,Hard,Apply,0.455,Low,BERT (standalone),0.75,0.81,2025-11-14,2025,2025-11
in-4250b91d85b051d1,,accountability,Hard,Apply,0.47,Low,BERT (standalone),0.9,0.81,2025-11-14,2025,2025-11
in-4250b91d85b051d1,,integrity.Experience,Soft,,0.681,Medium,BERT (standalone),0.9,0.81,2025-11-14,2025,2025-11
in-4c09ca0e694fbbae,,connect insight to action,Soft,,0.83,High,BERT+GPT,0.78,1.29,2025-10-17,2025,2025-10
in-4c09ca0e694fbbae,,bring structure to ambiguity,Soft,,0.89,High,BERT+GPT,0.8,1.29,2025-10-17,2025,2025-10
in-4c09ca0e694fbbae,,help teams make informed decisions,Soft,,0.689,Medium,GPT,0.78,1.0,2025-10-17,2025,2025-10
in-4c09ca0e694fbbae,,drive real growth,Soft,,0.656,Medium,GPT,0.75,1.0,2025-10-17,2025,2025-10
in-70a2eb5261b8c030,,design software solutions,Hard,Create,0.73,Medium High,GPT,0.83,0.96,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,develop software solutions,Hard,Create,0.847,High,BERT+GPT,0.83,0.96,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,unit test resolution,Hard,Apply,0.53,Medium Low,GPT,0.78,0.96,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,design data integration solutions,Hard,Create,0.729,Medium High,GPT,0.83,0.96,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,participate in peer code review,Hard,Evaluate,0.72,Medium High,GPT,0.76,0.96,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,collaborate with architects,Soft,,0.801,High,BERT+GPT,0.85,1.25,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,share insights with developers,Soft,,0.762,Medium High,BERT+GPT,0.78,1.22,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,collaborate with quality assurance,Soft,,0.798,Medium High,BERT+GPT,0.83,1.25,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,lead defect root cause analysis,Hard,Analyze,1.0,Very High,BERT+GPT,0.76,1.25,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,Design,Hard,Create,0.643,Medium,BERT (standalone),0.78,0.86,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,technology solutions,Hard,Analyze,0.538,Medium Low,BERT (standalone),0.89,0.86,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,Design,Hard,Create,0.643,Medium,BERT (standalone),0.78,0.86,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,develop,Hard,Create,0.647,Medium,BERT (standalone),0.81,0.86,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,unit test resolution for production defects,Hard,Evaluate,0.644,Medium,BERT (standalone),0.79,0.86,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,Design,Hard,Create,0.643,Medium,BERT (standalone),0.78,0.86,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,develop complex data integrations solutions,Hard,Create,0.65,Medium,BERT (standalone),0.83,0.86,2025-12-01,2025,2025-12
in-70a2eb5261b8c030,,solve complex problems / defects,Hard,Apply,0.641,Medium,BERT (standalone),0.77,0.86,2025-12-01,2025,2025-12
in-2cdf2399ee76c432,,provide financial management,Soft,,1.0,Very High,BERT+GPT,0.86,1.3,2025-11-26,2025,2025-11
in-2cdf2399ee76c432,,forecast financial outcomes,Hard,Analyze,0.604,Medium,GPT,0.85,1.0,2025-11-26,2025,2025-11
in-2cdf2399ee76c432,,forecasting,Hard,Apply,0.522,Medium Low,BERT (standalone),0.9,0.9,2025-11-26,2025,2025-11
in-7dcac2d609f1fbd9,,lead teams,Soft,,0.639,Medium,GPT,0.74,0.93,2025-11-24,2025,2025-11
in-7dcac2d609f1fbd9,,communicate effectively,Soft,,0.882,High,BERT+GPT,0.9,0.93,2025-11-24,2025,2025-11
in-7dcac2d609f1fbd9,,manage stakeholders,Soft,,0.63,Medium,GPT,0.87,0.93,2025-11-24,2025,2025-11
in-7dcac2d609f1fbd9,,solve problems,Soft,,0.718,Medium High,BERT+GPT,0.81,1.17,2025-11-24,2025,2025-11
in-7dcac2d609f1fbd9,,make decisions under dynamic conditions,Soft,,0.622,Medium,GPT,0.81,0.93,2025-11-24,2025,2025-11
in-7dcac2d609f1fbd9,,leadership,Hard,Apply,0.487,Low,BERT (standalone),0.9,0.84,2025-11-24,2025,2025-11
in-7dcac2d609f1fbd9,,stakeholder management abilities.,Hard,Apply,0.525,Medium Low,BERT (standalone),0.9,0.84,2025-11-24,2025,2025-11
in-7dcac2d609f1fbd9,,decision -making skills,Hard,Apply,0.478,Low,BERT (standalone),0.81,0.84,2025-11-24,2025,2025-11
in-00312d85ec873f86,,thrive in a creative environment,Soft,,0.783,Medium High,BERT+GPT,0.75,1.28,2025-11-26,2025,2025-11
in-00312d85ec873f86,,thrive in a fast-moving environment,Soft,,0.658,Medium,GPT,0.79,0.99,2025-11-26,2025,2025-11
in-00312d85ec873f86,,fast -moving environment,Hard,Apply,0.51,Medium Low,BERT (standalone),0.82,0.89,2025-11-26,2025,2025-11
in-5f24905b422258e8,,develop software,Hard,Create,1.0,Very High,BERT+GPT,0.85,1.3,2025-11-26,2025,2025-11
in-5f24905b422258e8,,develop technical solutions,Hard,Create,1.0,Very High,BERT+GPT,0.86,1.28,2025-11-26,2025,2025-11
in-5f24905b422258e8,,understand complex challenges,Soft,,0.814,High,BERT+GPT,0.87,1.31,2025-11-26,2025,2025-11
in-5f24905b422258e8,,devise effective solutions,Soft,,0.875,High,BERT+GPT,0.84,1.3,2025-11-26,2025,2025-11
in-5f24905b422258e8,,Problem Solving:,Hard,Apply,0.519,Medium Low,BERT (standalone),0.83,0.91,2025-11-26,2025,2025-11
in-5f24905b422258e8,,analytical,Hard,Apply,0.527,Medium Low,BERT (standalone),0.9,0.91,2025-11-26,2025,2025-11
in-5f24905b422258e8,,problem -solving skills,Hard,Apply,0.517,Medium Low,BERT (standalone),0.81,0.91,2025-11-26,2025,2025-11
in-101e930210888ced,,collaborate with team,Soft,,0.622,Medium,GPT,0.79,0.9,2025-11-17,2025,2025-11
in-101e930210888ced,,deliver mobile experience,Hard,Apply,0.632,Medium,GPT,0.83,0.9,2025-11-17,2025,2025-11
in-607eea3f1c789f52,,take ownership over end to end delivery,Soft,,0.551,Medium Low,BERT+GPT,0.67,0.94,2025-11-08,2025,2025-11
in-607eea3f1c789f52,,maintain existing ecosystem,Hard,Apply,0.867,High,BERT+GPT,0.83,1.18,2025-11-08,2025,2025-11
in-607eea3f1c789f52,,develop impactful new tools,Hard,Create,0.674,Medium,GPT,0.78,0.94,2025-11-08,2025,2025-11
in-607eea3f1c789f52,,passionate,Hard,Apply,0.488,Low,BERT (standalone),0.9,0.84,2025-11-08,2025,2025-11
in-607eea3f1c789f52,,enthusiastic,Hard,Apply,0.488,Low,BERT (standalone),0.9,0.84,2025-11-08,2025,2025-11
in-607eea3f1c789f52,,new tools,Hard,Apply,0.47,Low,BERT (standalone),0.72,0.84,2025-11-08,2025,2025-11
in-77696a202803c29b,,develop analytics platforms,Hard,Create,0.728,Medium High,GPT,0.85,0.95,2025-11-03,2025,2025-11
in-77696a202803c29b,,maintain analytics platforms,Hard,Apply,0.602,Medium,GPT,0.86,0.95,2025-11-03,2025,2025-11
in-77696a202803c29b,,track material utilization,Hard,Analyze,0.947,Very High,BERT+GPT,0.84,1.24,2025-11-03,2025,2025-11
in-77696a202803c29b,,track performance,Hard,Analyze,0.7,Medium High,BERT+GPT,0.87,0.95,2025-11-03,2025,2025-11
in-77696a202803c29b,,track cost efficiency,Hard,Analyze,0.593,Medium Low,GPT,0.79,0.95,2025-11-03,2025,2025-11
in-77696a202803c29b,,digitize material workflows,Hard,Create,0.467,Low,GPT,0.85,0.95,2025-11-03,2025,2025-11
in-77696a202803c29b,,streamline material workflows,Hard,Create,0.848,High,BERT+GPT,0.87,1.24,2025-11-03,2025,2025-11
in-77696a202803c29b,,integrate with PLM/ERP systems,Hard,Apply,0.463,Low,GPT,0.8,0.95,2025-11-03,2025,2025-11
in-77696a202803c29b,,collaborate with IT teams,Soft,,0.58,Medium Low,BERT+GPT,0.8,0.95,2025-11-03,2025,2025-11
in-77696a202803c29b,,collaborate with digital innovation teams,Soft,,0.664,Medium,GPT,0.82,0.95,2025-11-03,2025,2025-11
in-77696a202803c29b,,ensure robustness of material database system,Hard,Evaluate,1.0,Very High,BERT+GPT,0.84,1.22,2025-11-03,2025,2025-11
in-77696a202803c29b,,cost efficiency.,Hard,Apply,0.49,Low,BERT (standalone),0.83,0.86,2025-11-03,2025,2025-11
in-77696a202803c29b,,Lead initiatives,Hard,Apply,0.49,Low,BERT (standalone),0.83,0.86,2025-11-03,2025,2025-11
in-77696a202803c29b,,digitize,Hard,Apply,0.491,Low,BERT (standalone),0.84,0.86,2025-11-03,2025,2025-11
in-27d3e2e8b7c41d36,,develop APIs,Hard,Create,0.647,Medium,GPT,0.77,0.9,2025-11-25,2025,2025-11
in-27d3e2e8b7c41d36,,adhere to NDC standards,Hard,Apply,0.621,Medium,GPT,0.75,0.9,2025-11-25,2025,2025-11
in-27d3e2e8b7c41d36,,enable travelers to access content,Soft,,0.595,Medium Low,GPT,0.78,0.9,2025-11-25,2025,2025-11
in-27d3e2e8b7c41d36,,enhance ticket shopping experience,Soft,,0.602,Medium,GPT,0.83,0.9,2025-11-25,2025,2025-11
in-27d3e2e8b7c41d36,,add ancillaries to journeys,Soft,,0.595,Medium Low,GPT,0.78,0.9,2025-11-25,2025,2025-11
in-5368a337ff9c506e,,design innovative products,Hard,Create,0.657,Medium,GPT,0.84,0.9,2025-11-26,2025,2025-11
in-5368a337ff9c506e,,build new generation products,Hard,Create,0.651,Medium,GPT,0.8,0.9,2025-11-26,2025,2025-11
in-82265fcf199f7655,,lead product designers,Soft,,0.598,Medium Low,GPT,0.8,0.9,2025-11-27,2025,2025-11
in-82265fcf199f7655,,collaborate with engineering,Soft,,0.605,Medium,GPT,0.86,0.9,2025-11-27,2025,2025-11
in-82265fcf199f7655,,collaborate with product management,Soft,,0.603,Medium,GPT,0.84,0.9,2025-11-27,2025,2025-11
in-82265fcf199f7655,,collaborate with stakeholder leadership,Soft,,0.606,Medium,GPT,0.87,0.9,2025-11-27,2025,2025-11
in-82265fcf199f7655,,solve problems,Soft,,0.597,Medium Low,GPT,0.8,0.9,2025-11-27,2025,2025-11
in-82265fcf199f7655,,ship impactful work,Soft,,0.546,Medium Low,BERT+GPT,0.8,0.9,2025-11-27,2025,2025-11
in-82265fcf199f7655,,resourceful,Hard,Apply,0.47,Low,BERT (standalone),0.9,0.81,2025-11-27,2025,2025-11
in-82265fcf199f7655,,problem,Hard,Apply,0.461,Low,BERT (standalone),0.81,0.81,2025-11-27,2025,2025-11
in-e3d8d5c1ebc47e7c,,mentor team,Soft,,0.706,Medium High,GPT,0.75,1.03,2025-11-24,2025,2025-11
in-e3d8d5c1ebc47e7c,,provide professional advice,Soft,,0.817,High,BERT+GPT,0.86,1.33,2025-11-24,2025,2025-11
in-e3d8d5c1ebc47e7c,,make critical decisions under pressure,Soft,,0.809,High,BERT+GPT,0.81,1.33,2025-11-24,2025,2025-11
in-2734c078034e1138,,celebrate diversity and inclusion,Soft,,0.601,Medium,GPT,0.83,0.9,2025-11-18,2025,2025-11
in-2734c078034e1138,,believe in varied perspectives,Soft,,0.598,Medium Low,GPT,0.8,0.9,2025-11-18,2025,2025-11
in-8ad8e7c8de4037c3,,build AWS cloud security capabilities,Hard,Create,1.0,Very High,BERT+GPT,0.79,1.25,2025-04-11,2025,2025-04
in-8ad8e7c8de4037c3,,deploy infrastructure in code,Hard,Analyze,0.987,Very High,BERT+GPT,0.81,1.25,2025-04-11,2025,2025-04
in-8ad8e7c8de4037c3,,support internal and external customers,Soft,,0.615,Medium,GPT,0.81,0.97,2025-04-11,2025,2025-04
in-8ad8e7c8de4037c3,,code,Hard,Apply,0.638,Medium,BERT (standalone),0.72,0.87,2025-04-11,2025,2025-04
in-8ad8e7c8de4037c3,,Implementation,Hard,Apply,0.542,Medium Low,BERT (standalone),0.9,0.87,2025-04-11,2025,2025-04
in-8ad8e7c8de4037c3,,supporting internal,Hard,Evaluate,0.539,Medium Low,BERT (standalone),0.87,0.87,2025-04-11,2025,2025-04
in-8ad8e7c8de4037c3,,external customers.,Hard,Apply,0.501,Medium Low,BERT (standalone),0.87,0.87,2025-04-11,2025,2025-04
in-cd349d1d935d2e5e,,manage database infrastructure,Hard,Apply,0.575,Medium Low,GPT,1.0,0.97,2025-11-19,2025,2025-11
in-cd349d1d935d2e5e,,optimise database infrastructure,Hard,Evaluate,0.994,Very High,BERT+GPT,1.0,1.24,2025-11-19,2025,2025-11
in-cd349d1d935d2e5e,,ensure data is stored accurately,Hard,Evaluate,0.908,Very High,BERT+GPT,0.77,1.25,2025-11-19,2025,2025-11
in-cd349d1d935d2e5e,,ensure data is readily accessible,Hard,Apply,0.574,Medium Low,GPT,0.77,0.97,2025-11-19,2025,2025-11
in-cd349d1d935d2e5e,,protect data against loss,Hard,Apply,0.668,Medium,GPT,0.77,0.97,2025-11-19,2025,2025-11
in-cd349d1d935d2e5e,,protect data against unauthorised access,Hard,Apply,0.45,Low,GPT,0.82,0.97,2025-11-19,2025,2025-11
in-cd349d1d935d2e5e,,manage,Hard,Apply,0.669,Medium,BERT (standalone),0.78,0.87,2025-11-19,2025,2025-11
in-cd349d1d935d2e5e,,readily accessible,Hard,Remember,0.537,Medium Low,BERT (standalone),0.86,0.87,2025-11-19,2025,2025-11
in-cd349d1d935d2e5e,,protected,Hard,Apply,0.5,Medium Low,BERT (standalone),0.87,0.87,2025-11-19,2025,2025-11
in-1275cf05b8a8e15e,,build technology platform,Hard,Create,0.684,Medium,GPT,0.83,0.9,2025-11-27,2025,2025-11
in-1275cf05b8a8e15e,,manage global network,Soft,,0.571,Medium Low,GPT,0.79,0.9,2025-11-27,2025,2025-11
in-7433c244aa75bf36,,type documents,Hard,Apply,0.726,Medium High,GPT,0.8,1.03,2025-11-26,2025,2025-11
in-7433c244aa75bf36,,use computers,Hard,Apply,1.0,Very High,BERT+GPT,0.76,1.32,2025-11-26,2025,2025-11
in-7433c244aa75bf36,,take meeting minutes,Hard,Apply,1.0,Very High,BERT+GPT,0.8,1.32,2025-11-26,2025,2025-11
in-7433c244aa75bf36,,file documents,Hard,Apply,0.726,Medium High,GPT,0.8,1.03,2025-11-26,2025,2025-11
in-7433c244aa75bf36,,fulfill legal notification responsibilities,Hard,Apply,1.0,Very High,BERT+GPT,0.89,1.33,2025-11-26,2025,2025-11
in-7433c244aa75bf36,,operate office machines,Hard,Apply,0.909,Very High,BERT+GPT,0.8,1.31,2025-11-26,2025,2025-11
in-7433c244aa75bf36,,pay invoices,Hard,Apply,1.0,Very High,BERT+GPT,0.79,1.34,2025-11-26,2025,2025-11
in-7433c244aa75bf36,,manage budget,Hard,Apply,1.0,Very High,BERT+GPT,0.78,1.33,2025-11-26,2025,2025-11
in-7433c244aa75bf36,,interact with customers,Soft,,0.832,High,BERT+GPT,0.83,1.33,2025-11-26,2025,2025-11
in-7433c244aa75bf36,,skilled,Hard,Apply,0.529,Medium Low,BERT (standalone),0.81,0.93,2025-11-26,2025,2025-11
in-7433c244aa75bf36,,typing,Hard,Apply,0.526,Medium Low,BERT (standalone),0.78,0.93,2025-11-26,2025,2025-11
in-7433c244aa75bf36,,filing,Hard,Apply,0.526,Medium Low,BERT (standalone),0.78,0.93,2025-11-26,2025,2025-11
in-db50373d77abc3a2,,drive business transformation,Soft,,0.887,High,BERT+GPT,0.87,1.43,2025-10-07,2025,2025-10
in-6727fdf72c571305,,execute strategic initiatives,Soft,,0.606,Medium,GPT,0.87,0.9,2025-11-24,2025,2025-11
in-6727fdf72c571305,,streamline internal communications,Soft,,0.663,Medium,GPT,0.9,0.9,2025-11-24,2025,2025-11
in-6727fdf72c571305,,meet organizational goals,Soft,,0.601,Medium,GPT,0.83,0.9,2025-11-24,2025,2025-11
in-9bb941902e40dc2d,,perform at high levels,Soft,,0.591,Medium Low,GPT,0.74,0.9,2025-12-01,2025,2025-12
in-bee82521a330a463,,communicate information,Soft,,0.61,Medium,GPT,0.9,0.9,2025-12-01,2025,2025-12
in-bee82521a330a463,,collaborate with team,Soft,,0.622,Medium,GPT,0.79,0.9,2025-12-01,2025,2025-12
in-bee82521a330a463,,realise potential,Soft,,0.603,Medium,GPT,0.84,0.9,2025-12-01,2025,2025-12
in-bc3b380ce792d5ca,,design UI/UX,Hard,Create,0.647,Medium,GPT,0.77,0.9,2025-11-26,2025,2025-11
in-bc3b380ce792d5ca,,create real-time dashboards,Hard,Create,0.658,Medium,GPT,0.85,0.9,2025-11-26,2025,2025-11
in-bc3b380ce792d5ca,,use analytics tools,Hard,Apply,0.647,Medium,GPT,0.77,0.9,2025-11-26,2025,2025-11
in-bc3b380ce792d5ca,,develop AI-related products,Hard,Create,0.658,Medium,GPT,0.85,0.9,2025-11-26,2025,2025-11
in-bc3b380ce792d5ca,,work in fast-paced startup environments,Soft,,0.599,Medium Low,GPT,0.81,0.9,2025-11-26,2025,2025-11
in-69b68bde3423c7fc,,develop Salesforce applications,Hard,Create,0.759,Medium High,GPT,0.89,1.03,2025-12-01,2025,2025-12
in-69b68bde3423c7fc,,customize Salesforce applications,Hard,Apply,0.902,Very High,BERT+GPT,0.9,1.34,2025-12-01,2025,2025-12
in-69b68bde3423c7fc,,deliver complex features,Hard,Create,0.878,High,BERT+GPT,0.84,1.32,2025-12-01,2025,2025-12
in-69b68bde3423c7fc,,developing,Hard,Create,0.578,Medium Low,BERT (standalone),0.9,0.93,2025-12-01,2025,2025-12
in-33f7ac68b9c721cf,,mentor junior team members,Soft,,1.0,Very High,BERT+GPT,0.77,1.36,2025-11-14,2025,2025-11
in-33f7ac68b9c721cf,,provide guidance in research design,Hard,Create,0.994,Very High,BERT+GPT,0.79,1.36,2025-11-14,2025,2025-11
in-33f7ac68b9c721cf,,provide guidance in technical areas,Hard,Apply,0.757,Medium High,GPT,0.79,1.04,2025-11-14,2025,2025-11
in-33f7ac68b9c721cf,,provide guidance in stakeholder engagement,Soft,,0.799,Medium High,BERT+GPT,0.86,1.32,2025-11-14,2025,2025-11
in-33f7ac68b9c721cf,,technical areas,Hard,Apply,0.534,Medium Low,BERT (standalone),0.81,0.94,2025-11-14,2025,2025-11
in-9af59d2bfaa79ff6,,collaborate with development teams,Soft,,1.0,Very High,BERT+GPT,0.84,1.4,2025-11-06,2025,2025-11
in-9af59d2bfaa79ff6,,lead security initiatives,Soft,,0.851,High,BERT+GPT,0.85,1.38,2025-11-06,2025,2025-11
in-9af59d2bfaa79ff6,,ensure compliance with industry standards,Soft,,0.875,High,BERT+GPT,0.83,1.4,2025-11-06,2025,2025-11
in-9a61ab74ccf2c2d9,,care about impact,Soft,,0.592,Medium Low,GPT,0.75,0.9,2025-11-24,2025,2025-11
in-9a61ab74ccf2c2d9,,care about honesty,Soft,,0.593,Medium Low,GPT,0.76,0.9,2025-11-24,2025,2025-11
in-9a61ab74ccf2c2d9,,care about each other,Soft,,0.59,Medium Low,GPT,0.74,0.9,2025-11-24,2025,2025-11
in-2ef695b1bb448e7c,,immerse into brand culture,Soft,,0.594,Medium Low,GPT,0.77,0.9,2025-12-01,2025,2025-12
in-777325d37a9c6b57,,collaborate with creative individuals,Soft,,0.605,Medium,GPT,0.86,0.9,2025-07-13,2025,2025-07
in-777325d37a9c6b57,,achieve design excellence,Soft,,0.601,Medium,GPT,0.83,0.9,2025-07-13,2025,2025-07
in-bfafddc5c4fcdca4,,drive Sales CRM operational excellence,Hard,Apply,0.758,Medium High,BERT+GPT,0.77,0.98,2025-11-24,2025,2025-11
in-bfafddc5c4fcdca4,,drive Salesforce operational excellence,Hard,Apply,0.887,High,BERT+GPT,0.89,1.15,2025-11-24,2025,2025-11
in-bfafddc5c4fcdca4,,foster alignment between Sales leadership objectives and system functionality,Soft,,0.776,Medium High,BERT+GPT,0.84,1.25,2025-11-24,2025,2025-11
in-bfafddc5c4fcdca4,,system functionality.,Hard,Apply,0.509,Medium Low,BERT (standalone),0.9,0.88,2025-11-24,2025,2025-11
in-b43f970b349508c3,,lead administration and optimization of HCM platform,Hard,Apply,0.697,Medium,GPT,0.8,1.0,2025-12-01,2025,2025-12
in-b43f970b349508c3,,deliver seamless employee experiences,Soft,,0.672,Medium,GPT,0.86,1.0,2025-12-01,2025,2025-12
in-b43f970b349508c3,,ensure compliant data,Hard,Analyze,1.0,Very High,BERT+GPT,0.79,1.3,2025-12-01,2025,2025-12
in-b43f970b349508c3,,enable data-driven decision-making,Hard,Apply,1.0,Very High,BERT+GPT,0.85,1.3,2025-12-01,2025,2025-12
in-a8c9ec23b2864f1d,,design electrical distribution systems,Hard,Create,0.689,Medium,GPT,0.86,0.9,2025-11-13,2025,2025-11
in-47bbd47e0472b0e6,,support Directors,Soft,,0.852,High,BERT+GPT,0.82,1.21,2025-12-01,2025,2025-12
in-47bbd47e0472b0e6,,improve internal communication,Soft,,1.0,Very High,BERT+GPT,0.88,1.25,2025-12-01,2025,2025-12
in-47bbd47e0472b0e6,,strengthen collaboration with parent company,Soft,,0.645,Medium,GPT,0.84,0.96,2025-12-01,2025,2025-12
in-47bbd47e0472b0e6,,organised,Hard,Apply,0.499,Low,BERT (standalone),0.87,0.87,2025-12-01,2025,2025-12
in-47bbd47e0472b0e6,,tech,Hard,Apply,0.484,Low,BERT (standalone),0.72,0.87,2025-12-01,2025,2025-12
in-47bbd47e0472b0e6,,-savvy,Hard,Apply,0.49,Low,BERT (standalone),0.78,0.87,2025-12-01,2025,2025-12
in-47bbd47e0472b0e6,,strengthen collaboration,Hard,Apply,0.502,Medium Low,BERT (standalone),0.9,0.87,2025-12-01,2025,2025-12
in-0e1bdbb226a3d5af,,lead initiatives,Soft,,0.808,High,BERT+GPT,0.83,1.29,2025-11-19,2025,2025-11
in-0e1bdbb226a3d5af,,mentor junior engineers,Soft,,0.836,High,BERT+GPT,0.81,1.29,2025-11-19,2025,2025-11
in-0e1bdbb226a3d5af,,collaborate with senior leadership,Soft,,0.84,High,BERT+GPT,0.83,1.29,2025-11-19,2025,2025-11
in-0e1bdbb226a3d5af,,work with Kubernetes at scale,Hard,Apply,0.682,Medium,GPT,0.75,0.99,2025-11-19,2025,2025-11
in-0e1bdbb226a3d5af,,automate complex deployments,Hard,Create,0.963,Very High,BERT+GPT,0.86,1.29,2025-11-19,2025,2025-11
in-0e1bdbb226a3d5af,,apply DevOps principles,Hard,Apply,0.717,Medium High,GPT,0.81,0.99,2025-11-19,2025,2025-11
in-0e1bdbb226a3d5af,,shape infrastructure strategy.,Hard,Evaluate,0.553,Medium Low,BERT (standalone),0.88,0.89,2025-11-19,2025,2025-11
in-0e1bdbb226a3d5af,,work,Hard,Apply,0.497,Low,BERT (standalone),0.72,0.89,2025-11-19,2025,2025-11
in-0e1bdbb226a3d5af,,apply,Hard,Apply,0.658,Medium,BERT (standalone),0.75,0.89,2025-11-19,2025,2025-11
in-0e1bdbb226a3d5af,,strengthen pipelines,Hard,Apply,0.514,Medium Low,BERT (standalone),0.89,0.89,2025-11-19,2025,2025-11
in-0e1bdbb226a3d5af,,monitoring.,Hard,Analyze,0.556,Medium Low,BERT (standalone),0.9,0.89,2025-11-19,2025,2025-11
in-8a05d38449430198,,create accessible products and services,Hard,Create,0.653,Medium,GPT,0.81,0.9,2025-11-27,2025,2025-11
in-8a05d38449430198,,support an inclusive culture,Soft,,0.596,Medium Low,GPT,0.79,0.9,2025-11-27,2025,2025-11
in-5234a3e36083c4a4,,manage risk of derivatives book,Hard,Apply,0.618,Medium,GPT,0.76,0.9,2025-11-13,2025,2025-11
in-5234a3e36083c4a4,,leverage data science,Hard,Apply,0.626,Medium,GPT,0.79,0.9,2025-11-13,2025,2025-11
in-5234a3e36083c4a4,,leverage machine learning,Hard,Apply,0.632,Medium,GPT,0.83,0.9,2025-11-13,2025,2025-11
in-5234a3e36083c4a4,,develop front end systems,Hard,Create,0.647,Medium,GPT,0.77,0.9,2025-11-13,2025,2025-11
in-5234a3e36083c4a4,,managing,Hard,Apply,0.464,Low,BERT (standalone),0.84,0.81,2025-11-13,2025,2025-11
in-4664ea614c51f527,,use Photoshop,Hard,Apply,0.649,Medium,GPT,0.78,0.9,2025-11-26,2025,2025-11
in-f8a19f5383c52abe,,collaborate with team,Soft,,0.622,Medium,GPT,0.79,0.9,2025-12-01,2025,2025-12
in-f8a19f5383c52abe,,provide actionable feedback,Soft,,0.604,Medium,GPT,0.85,0.9,2025-12-01,2025,2025-12
in-f8a19f5383c52abe,,lead with empathy,Soft,,0.643,Medium,GPT,0.75,0.9,2025-12-01,2025,2025-12
in-f8a19f5383c52abe,,adopt growth mindset,Soft,,0.595,Medium Low,GPT,0.78,0.9,2025-12-01,2025,2025-12
in-7c677818edebe75f,,lead a team,Soft,,0.645,Medium,GPT,0.69,0.95,2025-12-02,2025,2025-12
in-7c677818edebe75f,,operate as a program manager,Soft,,0.849,High,BERT+GPT,0.74,1.21,2025-12-02,2025,2025-12
in-7c677818edebe75f,,orchestrate solutions,Soft,,0.761,Medium High,BERT+GPT,0.9,1.21,2025-12-02,2025,2025-12
in-7c677818edebe75f,,drive assessment,Soft,,0.636,Medium,GPT,0.83,0.95,2025-12-02,2025,2025-12
in-7c677818edebe75f,,plan execution,Soft,,0.551,Medium Low,BERT+GPT,0.83,0.95,2025-12-02,2025,2025-12
in-7c677818edebe75f,,manage cutover,Soft,,0.632,Medium,GPT,0.8,0.95,2025-12-02,2025,2025-12
in-7c677818edebe75f,,stabilize processes,Soft,,0.641,Medium,GPT,0.87,0.95,2025-12-02,2025,2025-12
in-7c677818edebe75f,,driving all facets of assessment,Hard,Evaluate,0.52,Medium Low,BERT (standalone),0.77,0.86,2025-12-02,2025,2025-12
in-7c677818edebe75f,,planning,Hard,Create,0.528,Medium Low,BERT (standalone),0.84,0.86,2025-12-02,2025,2025-12
in-7c677818edebe75f,,cutover,Hard,Apply,0.487,Low,BERT (standalone),0.81,0.86,2025-12-02,2025,2025-12
in-7c677818edebe75f,,stabilization.,Hard,Apply,0.497,Low,BERT (standalone),0.9,0.86,2025-12-02,2025,2025-12
in-cd4536bf094c8252,,collaborate with industrial designers,Soft,,0.844,High,BERT+GPT,0.85,1.29,2025-11-24,2025,2025-11
in-cd4536bf094c8252,,deliver hardware products,Hard,Apply,0.7,Medium High,GPT,0.83,1.0,2025-11-24,2025,2025-11
