knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,future_weight
wind turbines,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.19270486,0.10598767101764679
Tekton,1,0.827,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15139161,0.1059741273522377
biopharma research,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.21194382,0.10597191005945206
uncertainty and risk,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.11772949,0.1059565432369709
European Indices,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.11770593,0.10593533366918564
BLE,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.11148521,0.10591095238924025
natural gas utility,1,0.821,FD8,Automation & RPA,Moderate_Growth,0.5,0.21181925,0.10590962320566177
prices,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15129566,0.10590696334838867
Arnold,2,0.8294999999999999,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.11146927,0.10589580535888671
Teleconferencing,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.21177934,0.10588967055082321
Bluetooth Features,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.21176001,0.105880007147789
Big 4,2,0.8305,FD2,Data & Analytics,Strong_Growth,0.9,0.117622666,0.10586039945483208
Transmission and Distribution sectors,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.19244644,0.10584554225206376
BE,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.111414954,0.10584420636296271
AECOM University,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15119137,0.10583395808935164
Regulatory,2,0.826,FD8,Automation & RPA,Moderate_Growth,0.5,0.21165755,0.10582877695560455
regulatory,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.21165754,0.10582876950502396
industrial sewing machine,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.2116457,0.1058228462934494
B2B Live Casino,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15112716,0.10578901171684264
trucks,1,0.825,FD8,Automation & RPA,Moderate_Growth,0.5,0.21157752,0.10578875988721848
rail transport,1,0.831,FD2,Data & Analytics,Strong_Growth,0.9,0.11754239,0.10578815415501595
third-party risks,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.12445626,0.10578781813383102
PROD,1,0.826,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.1510922,0.1057645410299301
LambdaTest,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17625836,0.10575501322746277
open standard IP voice protocols,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.2113773,0.10568864643573761
Forecast Center of Excellence,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.19205762,0.10563169345259667
pathways,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.21122222,0.10561110824346542
current class of ships under construction,1,0.83,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17599408,0.10559644997119903
export license,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.124212794,0.1055808749049902
go-live,2,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15082619,0.10557833015918731
ATS,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15081012,0.10556708574295043
wind energy,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.19192569,0.105559129267931
novel,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15078746,0.10555122047662735
STD,1,0.826,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.150775,0.10554250031709671
"Directory),",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15074638,0.10552246272563934
"-FEM),",1,0.532,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.11721662,0.10549495518207551
contractual terms and conditions,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15068857,0.10548200160264969
FactSet,1,0.826,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17579474,0.10547684133052826
"rank,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.1506625,0.10546374768018722
AUTOSAR,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.21088646,0.10544323176145554
Dog Chow,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.11098433,0.10543511621654034
integration semantics,1,0.83,FD8,Automation & RPA,Moderate_Growth,0.5,0.2107648,0.10538239777088165
ISO 27001,9,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17562011,0.10537206530570983
marketing events,1,0.827,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15050952,0.10535666495561599
peak electricity demand,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.19153818,0.1053460016846657
POA,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.1504618,0.10532325506210327
Windows NT,1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15045124,0.10531587004661559
chassis,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15044004,0.10530802607536316
suppliers,2,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.21059822,0.10529910773038864
RHSA,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.21057801,0.10528900474309921
"test,",1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.11078026,0.10524124838411808
product acoustics performance,1,0.829,FD1,AI & Machine Learning,Strong_Growth,1.0,0.10523942,0.10523942112922668
engagement des parties prenantes,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15032415,0.10522690564393997
Time Impact Analysis,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17534538,0.10520722568035125
EIA/TIA,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15026742,0.10518719553947448
capacity planning,3,0.777,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.19117339,0.10514536425471306
DICOM,1,0.829,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15020345,0.10514241605997085
climate related,1,0.532,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.19113708,0.1051253914833069
CCC,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.21024403,0.10512201488018036
integration testing,9,0.7756666666666666,FD8,Automation & RPA,Moderate_Growth,0.5,0.2100834,0.10504169762134552
CRISC,3,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.21008079,0.10504039376974106
Shell Script,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.21006843,0.10503421723842621
Power Delivery,1,0.828,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.1909634,0.10502987131476403
DRM,1,0.829,FD8,Automation & RPA,Moderate_Growth,0.5,0.21005267,0.10502633452415466
RACI,1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.15000376,0.10500263273715972
Export Control Laws,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17499541,0.10499724447727203
college recruiting,1,0.831,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.11051202,0.10498641729354857
peripheral vision,1,0.827,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14995678,0.10496974438428879
key customer/framework bids,1,0.828,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17493169,0.1049590140581131
Stacks (STX),1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17492929,0.10495757460594177
"Inclusion,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.1499173,0.10494211316108704
service outage responsiveness,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.12345818,0.10493945032358169
Community Economic Opportunities,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.1907919,0.10493554770946503
powerbi.com,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.19076966,0.10492331162095071
"image management, processing",1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.20983662,0.10491830855607986
submarine capability,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14987777,0.10491444021463393
vision benefits,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14982739,0.10487917363643645
Vision benefits,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14982736,0.10487915277481079
Measurement/Inspection tools,1,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.2097566,0.10487829893827438
SAP S/4HANA ERP,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20975342,0.10487671196460724
incident response,11,0.7725454545454545,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.11039062,0.10487108752131462
Incident Response,1,0.831,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.11039056,0.10487103089690208
assortment,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.1498004,0.10486028343439102
internal audit / control teams,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.20962942,0.10481470823287964
bespoke outdoor structures,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.1905477,0.10480123758316041
HVAC systems,1,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.20960054,0.1048002690076828
Power BI service,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.20958191,0.10479095578193665
storage scaling,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.123280264,0.10478822477161884
Stormwater drainage design,1,0.83,FD3,Cloud & DevOps,Strong_Growth,0.85,0.123277076,0.10478551425039768
Polytechnic,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.20954987,0.10477493703365326
oncology,3,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14966054,0.1047623798251152
"-cost,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14965439,0.10475807189941405
hybrid energy ship,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.19045837,0.104752104729414
Dart,2,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14964263,0.10474984198808669
DWR SAP,1,0.83,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17456663,0.10473997592926025
Oracle RDS,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.20947711,0.10473855584859848
Customer-facing comms,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20939374,0.10469686985015869
Expo ~54,1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14954297,0.10468008071184158
return objectives,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17439735,0.10463840961456299
nationalities,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14947641,0.10463348627090453
Fiori,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14946362,0.10462453663349151
grading,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17432374,0.10459424257278442
CREST Registered Penetration Tester (CRT),1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17432095,0.10459257066249847
battery,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.110050656,0.10454812310636043
Entra,2,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14926119,0.10448283404111862
mining space,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.18994227,0.1044682487845421
ElasticSearch,2,0.7905,FD2,Data & Analytics,Strong_Growth,0.9,0.11605273,0.10444745868444442
Elasticsearch,4,0.82675,FD2,Data & Analytics,Strong_Growth,0.9,0.116052665,0.10444739833474159
composable supply chain primitives,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20883636,0.10441818088293076
Athena,2,0.828,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.10988564,0.1043913584202528
Blue Star standard grades,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17396736,0.10438041687011719
precision optic,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14910993,0.10437695086002349
number routing,1,0.824,FD1,AI & Machine Learning,Strong_Growth,1.0,0.104354195,0.10435419529676437
IPAM solutions,1,0.829,FD8,Automation & RPA,Moderate_Growth,0.5,0.20870279,0.10435139387845993
ADLS,2,0.828,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17388514,0.10433108210563659
payment flows,2,0.7889999999999999,FD8,Automation & RPA,Moderate_Growth,0.5,0.20865577,0.10432788729667664
CompTIA A+,2,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14903347,0.10432343035936355
avionique,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.109789416,0.10429994538426399
CD:,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14898118,0.1042868286371231
Mulesoft,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.20851023,0.10425511747598648
MuleSoft,4,0.75475,FD8,Automation & RPA,Moderate_Growth,0.5,0.20851023,0.10425511747598648
financial wellness,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.18951982,0.10423590242862703
medium,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14888956,0.10422268956899643
Collins Class submarines,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.1736852,0.10421111583709716
"IG,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.1488576,0.10420031547546386
waste storage facilities,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.18935187,0.1041435293853283
-transition diagrams /,1,0.532,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17351209,0.1041072517633438
CD.,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14870308,0.10409215837717056
federal Transparency requirements,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.11564981,0.10408483073115349
WPF,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20810807,0.1040540337562561
STIGs,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.12241345,0.10405143164098263
properties,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17339669,0.10403801500797272
cost,2,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14862138,0.10403496623039245
intensive care,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14859176,0.1040142297744751
SpaceX Falcon 9,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14858393,0.10400875359773636
Entrepreneurship,1,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.20795624,0.10397811979055405
financial modelling,2,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17329414,0.10397648513317108
-time communication protocols,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.20794003,0.1039700135588646
preventative,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.10943227,0.10396065898239612
live service,1,0.83,FD8,Automation & RPA,Moderate_Growth,0.5,0.20791912,0.10395956039428711
ISO),1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14848012,0.10393608212471007
mobility devices,1,0.831,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.18893798,0.10391588732600213
CCA,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.20782012,0.10391005873680115
Polygraph,2,0.8274999999999999,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.10937565,0.10390686579048633
immunity,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.11545176,0.10390658453106881
sexual health,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14843789,0.10390652120113372
PCP,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.20780557,0.10390278697013855
Power Transport,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.1889064,0.10389852076768875
PSP,1,0.824,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.10936531,0.10389704145491123
"unit,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14839853,0.10387897342443465
TS/SCI clearance,3,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.11542102,0.10387891754508019
client support requests,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20773788,0.10386893898248672
HVAC controls systems,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20773125,0.1038656234741211
hydraulic equipment,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.2077052,0.10385259985923767
场景,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14833924,0.10383746922016143
动画,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14833924,0.10383746922016143
构图,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14833924,0.10383746922016143
特效,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14833924,0.10383746922016143
色彩,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14833924,0.10383746922016143
角色,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14833924,0.10383746922016143
透视,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14833924,0.10383746922016143
sports betting apps,1,0.829,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14828521,0.1037996470928192
Service Bus,4,0.8085,FD8,Automation & RPA,Moderate_Growth,0.5,0.20758393,0.1037919670343399
PRINCE2,2,0.829,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14824872,0.1037741020321846
proof of concepts,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17295443,0.10377265512943268
agricultural innovation,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.18867446,0.10377095565199852
R),1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14822654,0.10375858098268509
SROA,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.20747614,0.10373806953430176
financial performance optimization,1,0.829,FD2,Data & Analytics,Strong_Growth,0.9,0.11523964,0.10371567830443383
Siemens Healthineers,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20740294,0.10370147228240967
Android Automotive,2,0.7905,FD8,Automation & RPA,Moderate_Growth,0.5,0.20737995,0.10368997603654861
helm,1,0.827,FD3,Cloud & DevOps,Strong_Growth,0.85,0.12198799,0.1036897923797369
Helm,3,0.8039999999999999,FD3,Cloud & DevOps,Strong_Growth,0.85,0.12198799,0.1036897923797369
nuclear,1,0.532,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.1885125,0.10368187725543977
Drizzle ORM,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.10365585,0.1036558523774147
Indigenous Cultural Safety,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14802016,0.10361411422491074
door entry system,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20722704,0.10361351817846298
window functions,1,0.828,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14801696,0.10361187160015106
targeted,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.10905192,0.1035993244498968
end-to-end trade life cycle,1,0.827,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.18833105,0.10358207896351815
PCI-DSS,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20709953,0.1035497635602951
GitHub Actions,12,0.7759999999999999,FD8,Automation & RPA,Moderate_Growth,0.5,0.2070928,0.10354640334844589
fine,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.10898962,0.1035401377826929
transformation logic checks,1,0.827,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17256624,0.10353974103927611
BI ecosystem,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.18823652,0.10353008583188057
tax structures,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17254923,0.10352953970432281
wireless,2,0.6775,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.1478429,0.10349002927541733
functional potential,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14781299,0.10346909463405608
références,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20692275,0.1034613773226738
Air Insulated Switchgear (AIS),1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14778513,0.10344958901405334
8811,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.108879715,0.10343572944402694
Dayforce HCM,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20686927,0.10343463718891144
Contour,1,0.831,FD2,Data & Analytics,Strong_Growth,0.9,0.11489243,0.10340318754315377
Awwward,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.10883167,0.10339008308947086
SPRAT,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14769788,0.10338851660490035
GoHighLevel,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.108794756,0.10335501842200756
smartphone apps,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20665567,0.10332783311605453
audience profiling,1,0.829,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14759192,0.10331434309482573
Industrial relations,1,0.829,FD8,Automation & RPA,Moderate_Growth,0.5,0.20662822,0.103314109146595
Industrial Relations,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.2066282,0.1033141016960144
CNC,2,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.20662047,0.1033102348446846
Flux,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14757153,0.10330007374286651
Catalyst Center,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.20658737,0.10329368710517883
KPI reports,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20655283,0.10327641665935516
APQP,1,0.829,FD8,Automation & RPA,Moderate_Growth,0.5,0.2065346,0.10326729714870453
ETL Testing,1,0.83,FD8,Automation & RPA,Moderate_Growth,0.5,0.20653291,0.10326645523309708
Hitachi Energy standards,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.18771853,0.10324518904089929
fusion energy,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.18771735,0.10324454158544541
The Coca-Cola Company,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.1877013,0.10323571488261224
-stage,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14746821,0.10322774648666382
Regulatory standards,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20642467,0.10321233421564102
regulatory standards,4,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20642467,0.10321233421564102
US GAAP,2,0.786,FD3,Cloud & DevOps,Strong_Growth,0.85,0.1213912,0.10318251959979534
Bachelor degree,2,0.532,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17195287,0.10317172408103943
Bachelor Degree,2,0.532,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17195287,0.10317172408103943
"-pool dynamics,",1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.10857527,0.10314650610089302
Slingshot,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14733827,0.10313678979873657
"Cameo,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.1472832,0.10309823751449584
Davinci Resolve,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14722534,0.10305773466825485
DaVinci Resolve,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.1472253,0.10305771380662918
clinical laboratory,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20610082,0.10305041074752808
listed entities,1,0.825,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14721373,0.10304960906505584
natural-language query systems,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20602413,0.10301206260919571
reliability analysis,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17162155,0.10297292768955231
early-stage deal sourcing,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20591746,0.10295873135328293
Russo Brothers,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14707151,0.10295005738735198
transformer,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14703886,0.10292720347642897
Transformer,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14703886,0.10292720347642897
USB HS,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14700107,0.10290075093507767
cable tray systems,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20572951,0.10286475718021393
Bradley.,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.10827271,0.10285907350480555
music licensing,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.12097795,0.10283126011490822
analog and digital filtering,1,0.829,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14684989,0.10279491990804672
backbone,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14683504,0.10278453081846237
Spark,19,0.7475263157894737,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14683063,0.102781443297863
Open,2,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.108160436,0.10275241434574127
open,16,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.108160436,0.10275241434574127
incentivisation,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.12085719,0.102728608623147
Windows event log analysis,1,0.83,FD8,Automation & RPA,Moderate_Growth,0.5,0.2054085,0.1027042493224144
+EV betting,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.1467129,0.10269902944564818
4G,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.18665022,0.1026576191186905
F2P mobile.,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14664716,0.10265300869941711
mechanical HVAC,1,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.20529394,0.10264696925878525
Elastic,1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.12075833,0.10264458246529103
Annual Building Inspection,1,0.829,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.17103353,0.10262011885643005
DWH,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14655675,0.10258972495794295
Nozomi,1,0.829,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14655568,0.10258897393941879
Carnegie-designated doctoral research institution,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.18652226,0.10258724316954614
property market,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14651589,0.10256112366914749
high-frequency trading systems,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20496225,0.10248112678527832
VRay,2,0.8285,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14639679,0.10247775018215179
"BW,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.14638498,0.10246948897838593
CDR processing,1,0.829,FD8,Automation & RPA,Moderate_Growth,0.5,0.20480324,0.10240162163972855
CMO's,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.20472185,0.10236092656850815
pump stations,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.10235345,0.10235345363616943
