knowledge,freq,mean_confidence,best_future_domain,trend_label,trend_score,similarity,future_weight
hydraulic equipment,1,0.831,Automation & RPA,Moderate_Growth,0.5,0.2077052,0.1038525998592376
sports betting apps,1,0.829,XR & Interactive Media,Moderate_Growth,0.7,0.14828521,0.1037996470928192
GitHub Actions,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.2070928,0.1035464033484458
-stage,1,0.532,XR & Interactive Media,Moderate_Growth,0.7,0.14746821,0.1032277464866638
early-stage deal sourcing,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.20591746,0.1029587313532829
Bradley.,1,0.532,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.10827271,0.1028590735048055
Spark,1,0.75,XR & Interactive Media,Moderate_Growth,0.7,0.14683063,0.102781443297863
Alation,1,0.75,XR & Interactive Media,Moderate_Growth,0.7,0.14580882,0.102066171169281
RAIMS,1,0.75,AI & Machine Learning,Strong_Growth,1.0,0.10171706,0.1017170622944831
therapeutic options,1,0.75,XR & Interactive Media,Moderate_Growth,0.7,0.14466003,0.101262018084526
SQS,1,0.75,Software Engineering Foundations,Moderate_Growth,0.6,0.16694377,0.1001662641763687
CPS,1,0.821,Automation & RPA,Moderate_Growth,0.5,0.20005558,0.1000277921557426
Aotearoa,1,0.75,XR & Interactive Media,Moderate_Growth,0.7,0.14263326,0.099843281507492
Bachelor's degree,1,0.532,Software Engineering Foundations,Moderate_Growth,0.6,0.16549951,0.0992997050285339
CD,1,0.532,XR & Interactive Media,Moderate_Growth,0.7,0.14077504,0.0985425278544425
optimisation,1,0.75,Software Engineering Foundations,Moderate_Growth,0.6,0.16408388,0.0984503298997879
SerDes,1,0.75,Cloud & DevOps,Strong_Growth,0.85,0.11528213,0.0979898132383823
textile materials,1,0.75,Software Engineering Foundations,Moderate_Growth,0.6,0.16241747,0.0974504828453064
Specialized Insurance,1,0.829,XR & Interactive Media,Moderate_Growth,0.7,0.13825747,0.0967802315950393
Enzyme,1,0.827,Automation & RPA,Moderate_Growth,0.5,0.19327888,0.0966394394636154
credit modelling,1,0.831,Software Engineering Foundations,Moderate_Growth,0.6,0.16064303,0.0963858157396316
message brokers,1,0.83,Automation & RPA,Moderate_Growth,0.5,0.19256712,0.0962835624814033
batteries,1,0.75,XR & Interactive Media,Moderate_Growth,0.7,0.1363189,0.0954232349991798
Ignition,1,0.75,XR & Interactive Media,Moderate_Growth,0.7,0.13621047,0.0953473299741745
Bachelor’s degree,3,0.532,Software Engineering Foundations,Moderate_Growth,0.6,0.15815765,0.0948945879936218
Vascular,1,0.827,Data & Analytics,Strong_Growth,0.9,0.10530939,0.0947784505784511
PowerBI,1,0.827,Green & Sustainable Tech,Moderate_Growth,0.55,0.17105491,0.0940802030265331
Transport,1,0.831,XR & Interactive Media,Moderate_Growth,0.7,0.13223478,0.0925643473863601
MuleSoft Anypoint Platform,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.18451338,0.0922566875815391
ticketing system,1,0.826,Software Engineering Foundations,Moderate_Growth,0.6,0.15368441,0.0922106444835662
postmortems,1,0.75,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.096488066,0.0916636627167463
Delinea,1,0.831,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.09582165,0.091030566394329
Hexagonal,1,0.532,XR & Interactive Media,Moderate_Growth,0.7,0.12991461,0.0909402281045913
Airflow,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.18028985,0.0901449248194694
PECR,1,0.75,Green & Sustainable Tech,Moderate_Growth,0.55,0.16322462,0.0897735424339771
Kafka,3,0.7759999999999999,Automation & RPA,Moderate_Growth,0.5,0.17895819,0.0894790962338447
teraflops,1,0.75,Cloud & DevOps,Strong_Growth,0.85,0.10508079,0.0893186721950769
absence,1,0.827,XR & Interactive Media,Moderate_Growth,0.7,0.12723032,0.0890612214803695
message queue technology,1,0.831,Automation & RPA,Moderate_Growth,0.5,0.17787726,0.0889386311173439
Google Play Store,1,0.75,XR & Interactive Media,Moderate_Growth,0.7,0.12594925,0.0881644740700721
Collibra,1,0.75,XR & Interactive Media,Moderate_Growth,0.7,0.1256151,0.0879305735230445
SAFTs,1,0.828,Automation & RPA,Moderate_Growth,0.5,0.17473304,0.0873665213584899
RMN technology,1,0.75,Green & Sustainable Tech,Moderate_Growth,0.55,0.1562927,0.0859609887003898
early,1,0.532,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.08982864,0.0853372082114219
FastAPI,1,0.819,XR & Interactive Media,Moderate_Growth,0.7,0.11992978,0.0839508481323719
Agricultural Policy,1,0.829,Green & Sustainable Tech,Moderate_Growth,0.55,0.15098855,0.0830437019467353
DTS Helpdesk system,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.16447562,0.0822378098964691
CUDA,1,0.831,XR & Interactive Media,Moderate_Growth,0.7,0.11692255,0.0818457849323749
BTC liquidity,1,0.75,XR & Interactive Media,Moderate_Growth,0.7,0.116337225,0.0814360573887825
airworthiness authorities,1,0.831,Software Engineering Foundations,Moderate_Growth,0.6,0.13535546,0.0812132745981216
real,1,0.532,XR & Interactive Media,Moderate_Growth,0.7,0.11538935,0.0807725429534912
high,1,0.532,XR & Interactive Media,Moderate_Growth,0.7,0.112869605,0.0790087237954139
multimeters,1,0.829,AI & Machine Learning,Strong_Growth,1.0,0.07893043,0.0789304301142692
part numbers,1,0.75,Cybersecurity & Privacy,Strong_Growth,0.9,0.0857132,0.0771418802440166
online payments,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.15096478,0.07548239082098
ESG metrics,1,0.829,Software Engineering Foundations,Moderate_Growth,0.6,0.12220474,0.0733228459954261
WiFi,1,0.83,Green & Sustainable Tech,Moderate_Growth,0.55,0.13188645,0.0725375488400459
HNC qualification,1,0.532,Automation & RPA,Moderate_Growth,0.5,0.14214888,0.071074441075325
vehicle configurator,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.14049849,0.0702492445707321
NZ,1,0.532,Green & Sustainable Tech,Moderate_Growth,0.55,0.12256017,0.0674080953001976
Nottingham Centre for Transgender Health,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.1340807,0.0670403465628624
touch sensing technologies,1,0.829,Green & Sustainable Tech,Moderate_Growth,0.55,0.1175608,0.0646584380418062
payments,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.12827517,0.0641375854611396
next-gen payments,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.1273529,0.0636764466762542
endometriosis,1,0.75,Cloud & DevOps,Strong_Growth,0.85,0.07260625,0.0617153130471706
lending,1,0.831,Automation & RPA,Moderate_Growth,0.5,0.12334226,0.0616711303591728
international law,1,0.75,AI & Machine Learning,Strong_Growth,1.0,0.061380055,0.0613800548017025
demand response market,1,0.831,Green & Sustainable Tech,Moderate_Growth,0.55,0.105100535,0.0578052941709756
-BGA,1,0.532,XR & Interactive Media,Moderate_Growth,0.7,0.08153777,0.0570764377713203
Ring Road,1,0.831,Automation & RPA,Moderate_Growth,0.5,0.11343256,0.0567162781953811
Gitlab Runners,1,0.75,Cloud & DevOps,Strong_Growth,0.85,0.064951286,0.0552085928618907
Customer Acquisition Cost (CAC),1,0.75,Automation & RPA,Moderate_Growth,0.5,0.11009656,0.0550482794642448
arrest warrants,1,0.827,Automation & RPA,Moderate_Growth,0.5,0.10438372,0.0521918609738349
back,3,0.532,Data & Analytics,Strong_Growth,0.9,0.053968325,0.0485714927315712
payout options,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.093808465,0.046904232352972
Churn Rate,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.09122552,0.0456127598881721
macroscopic flow of liquids,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.08366586,0.0418329313397407
triple bidding process,1,0.83,XR & Interactive Media,Moderate_Growth,0.7,0.054438144,0.0381067007780075
Nerdio,1,0.75,Automation & RPA,Moderate_Growth,0.5,0.07537308,0.0376865416765213
Presales,1,0.831,Automation & RPA,Moderate_Growth,0.5,0.06615572,0.0330778583884239
microscopic motion of atoms,1,0.75,XR & Interactive Media,Moderate_Growth,0.7,0.0445204,0.0311642803251743
NZ Driver's License,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.026261946,-0.0105047784745693
Thycotic,1,0.831,Basic Web 1.0 Development,Decline,-0.4,0.031083724,-0.0124334894120693
Orbis Order Comms,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.07948321,-0.023844963312149
Junifer,1,0.827,Low-Creativity Routine Coding,Decline,-0.3,0.08373285,-0.0251198552548885
Dribbble,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.084115,-0.0252344995737075
Jest,1,0.826,Low-Creativity Routine Coding,Decline,-0.3,0.09705571,-0.0291167132556438
Customer Lifetime Value (CLTV),1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.103082515,-0.030924754589796
RAML,1,0.831,Low-Creativity Routine Coding,Decline,-0.3,0.10449076,-0.0313472270965576
Block products,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.11540337,-0.0346210107207298
TANF,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.117175885,-0.0351527653634548
JWT,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.12696071,-0.0380882129073142
commercial policy,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.13753657,-0.0412609711289405
Runners.,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.07016646,-0.0420998767018318
baffles,1,0.826,Low-Creativity Routine Coding,Decline,-0.3,0.14495559,-0.0434866771101951
/,15,0.532,Low-Creativity Routine Coding,Decline,-0.3,0.1485593,-0.0445677906274795
James Webb Space Telescope,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.1135236,-0.0454094409942626
card issuing,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.15433651,-0.0463009536266326
chemicals,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.15654127,-0.0469623818993568
client marketing,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.15978757,-0.0479362696409225
MongoDB,2,0.75,Basic Web 1.0 Development,Decline,-0.4,0.12074204,-0.0482968151569366
jQuery,1,0.822,Basic Web 1.0 Development,Decline,-0.4,0.12162118,-0.0486484706401824
Pytest,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.16791072,-0.0503732174634933
OAuth 2.0,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.12685095,-0.0507403790950775
NLP,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.17018178,-0.0510545343160629
post,1,0.532,Low-Creativity Routine Coding,Decline,-0.3,0.17044488,-0.0511334627866745
electrical distribution system design,1,0.831,Basic Web 1.0 Development,Decline,-0.4,0.12803023,-0.0512120902538299
sponsored content,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.17123462,-0.0513703867793083
"testing,",1,0.532,Low-Creativity Routine Coding,Decline,-0.3,0.17469034,-0.0524071007966995
GEN,1,0.532,Low-Creativity Routine Coding,Decline,-0.3,0.17510828,-0.052532485127449
flip,1,0.532,Low-Creativity Routine Coding,Decline,-0.3,0.17784351,-0.0533530533313751
scale,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.08913558,-0.0534813478589057
CD best practices.,1,0.532,Low-Creativity Routine Coding,Decline,-0.3,0.18514822,-0.0555444672703743
mobile app,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.14276658,-0.0571066319942474
drug discovery,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.09968892,-0.0598133504390716
update,1,0.83,Low-Creativity Routine Coding,Decline,-0.3,0.20072305,-0.0602169156074523
Angular,2,0.7855,Basic Web 1.0 Development,Decline,-0.4,0.15592533,-0.0623701333999633
Angular.js,1,0.831,Basic Web 1.0 Development,Decline,-0.4,0.15605256,-0.0624210238456726
Drivers Licence,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.10587767,-0.0635266005992889
online booking,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.16005902,-0.064023607969284
Driver's License,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.10791379,-0.0647482752799987
Vue.js,1,0.83,Basic Web 1.0 Development,Decline,-0.4,0.16263233,-0.0650529325008392
ReactJS,1,0.831,Basic Web 1.0 Development,Decline,-0.4,0.16412589,-0.0656503558158874
React.js,2,0.829,Basic Web 1.0 Development,Decline,-0.4,0.16464682,-0.0658587276935577
Clinical Development,1,0.828,Low-Creativity Routine Coding,Decline,-0.3,0.2198519,-0.0659555688500404
jewelry design,1,0.83,Low-Creativity Routine Coding,Decline,-0.3,0.22215736,-0.0666472077369689
cylinders,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.11630849,-0.0697850927710533
flip-chip,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.23797056,-0.0713911682367324
Epic Ambulatory,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.24373762,-0.0731212869286537
Nginx,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.18426064,-0.0737042546272277
medical innovation,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.24867143,-0.0746014282107353
construction,1,0.826,Low-Creativity Routine Coding,Decline,-0.3,0.25572985,-0.0767189562320709
clinical trials,1,0.827,Traditional Office & Routine Tasks,Decline,-0.6,0.12810077,-0.0768604606389999
PeopleSoft maintenance,1,0.83,Low-Creativity Routine Coding,Decline,-0.3,0.25726223,-0.07717866897583
Product Management,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.25891766,-0.0776752978563308
Endoscopy,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.1299324,-0.0779594421386718
OneStream platform,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.19496723,-0.0779868900775909
Code de conduite,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.26378658,-0.079135975241661
Spring Boot,2,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.13276726,-0.0796603560447692
Orology,1,0.828,Traditional Office & Routine Tasks,Decline,-0.6,0.13292654,-0.0797559231519699
product innovation,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.27538344,-0.0826150327920913
reporting solutions,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.27823973,-0.0834719181060791
General Surgery,1,0.828,Traditional Office & Routine Tasks,Decline,-0.6,0.1411046,-0.0846627563238143
consumer behaviour,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.14124751,-0.0847485065460205
food preparation,1,0.828,Traditional Office & Routine Tasks,Decline,-0.6,0.14208943,-0.0852536559104919
style guidelines,1,0.827,Basic Web 1.0 Development,Decline,-0.4,0.21381156,-0.0855246245861053
vehicle delivery management,1,0.829,Traditional Office & Routine Tasks,Decline,-0.6,0.14761916,-0.0885714948177337
Product Design,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.29858178,-0.089574533700943
blended ad-organic formats,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.22588788,-0.0903551518917083
MS Project/Asta,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.22795933,-0.0911837339401245
Tableau,1,0.823,Basic Web 1.0 Development,Decline,-0.4,0.23005962,-0.0920238494873046
leases,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.15471002,-0.0928260147571563
innovation,2,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.31011838,-0.0930355131626129
accruals,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.15525387,-0.0931523233652114
RESTful APIs,2,0.829,Basic Web 1.0 Development,Decline,-0.4,0.23748134,-0.0949925363063812
dashboards,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.2381893,-0.0952757179737091
real-time dashboards,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.23883225,-0.0955329000949859
.NET Core,1,0.831,Basic Web 1.0 Development,Decline,-0.4,0.24063705,-0.0962548196315765
Orthopaedics,1,0.829,Traditional Office & Routine Tasks,Decline,-0.6,0.16266708,-0.0976002484560012
Paediatrics,1,0.829,Traditional Office & Routine Tasks,Decline,-0.6,0.1638076,-0.0982845604419708
REST,2,0.641,Traditional Office & Routine Tasks,Decline,-0.6,0.16456632,-0.0987397938966751
TypeScript,2,0.8265,Traditional Office & Routine Tasks,Decline,-0.6,0.16527306,-0.0991638332605362
G Class Ontario,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.1674664,-0.1004798412322998
Patient Safety,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.16964303,-0.1017858177423477
patch deployments,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.3425808,-0.1027742385864257
"customer support,",1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.17534298,-0.1052057862281799
Global Medical,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.17737037,-0.106422221660614
NodeJS,2,0.8305,Basic Web 1.0 Development,Decline,-0.4,0.26706454,-0.1068258166313171
corporate treasury,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.17887032,-0.1073221921920776
CSS3,1,0.827,Basic Web 1.0 Development,Decline,-0.4,0.26963148,-0.1078525900840759
PDF,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.18045858,-0.1082751452922821
mobile,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.18269886,-0.109619316458702
MySQL,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.27514255,-0.1100570201873779
JavaScript,2,0.823,Basic Web 1.0 Development,Decline,-0.4,0.27673638,-0.1106945514678955
in-store,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.18492115,-0.1109526872634887
Agile,1,0.831,Low-Creativity Routine Coding,Decline,-0.3,0.37196645,-0.1115899354219436
agile,1,0.831,Low-Creativity Routine Coding,Decline,-0.3,0.37196645,-0.1115899354219436
API-first architecture,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.2794956,-0.1117982387542724
Demand,1,0.827,Traditional Office & Routine Tasks,Decline,-0.6,0.18722333,-0.1123339980840683
".Net,",1,0.532,Basic Web 1.0 Development,Decline,-0.4,0.28206477,-0.1128259062767028
storage,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.18832977,-0.1129978626966476
turnover,1,0.828,Traditional Office & Routine Tasks,Decline,-0.6,0.1897038,-0.1138222843408584
fraud management,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.18978274,-0.1138696432113647
IBM Sterling,1,0.829,Traditional Office & Routine Tasks,Decline,-0.6,0.18981196,-0.1138871759176254
contract,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.19029617,-0.1141777038574218
live projects,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.38180524,-0.1145415723323822
design innovation,1,0.75,Low-Creativity Routine Coding,Decline,-0.3,0.38374272,-0.1151228159666061
messaging systems,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.19274497,-0.1156469821929931
Java,3,0.8019999999999999,Basic Web 1.0 Development,Decline,-0.4,0.28950024,-0.1158000946044922
royalty-based businesses,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.19316119,-0.115896713733673
customer specifications,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.19378273,-0.116269639134407
Temporal,2,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.19859418,-0.1191565096378326
server architecture,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.30085737,-0.1203429460525512
DataWeave,1,0.831,Basic Web 1.0 Development,Decline,-0.4,0.3016022,-0.1206408858299255
store submissions,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.20200339,-0.1212020337581634
prepaids,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.20335944,-0.1220156639814376
State Government,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.20386986,-0.1223219186067581
C#/.Net,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.30772275,-0.1230890989303589
content-driven businesses,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.30881518,-0.1235260725021362
accessibility best practices,1,0.83,Traditional Office & Routine Tasks,Decline,-0.6,0.2069884,-0.1241930365562438
Monthly Recurring Revenue (MRR),1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.20895235,-0.1253714114427566
-M methodology.,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.2093467,-0.125608018040657
Walmart’s accessibility standards and guidelines,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.2110184,-0.1266110390424728
Node.js,3,0.7999999999999999,Basic Web 1.0 Development,Decline,-0.4,0.31666455,-0.1266658186912536
.NET,1,0.828,Basic Web 1.0 Development,Decline,-0.4,0.31802103,-0.127208411693573
holistic approach to care,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.21381617,-0.1282896995544433
inventory management,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.21487586,-0.1289255172014236
Radiology Services,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.21595778,-0.1295746654272079
SharePoint,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.32429352,-0.1297174096107483
kitchen hygiene,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.21678913,-0.1300734758377075
creative experimentation,1,0.827,Low-Creativity Routine Coding,Decline,-0.3,0.43431267,-0.1302938014268875
"-time dashboards,",1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.21783671,-0.1307020246982574
Inventory,1,0.824,Traditional Office & Routine Tasks,Decline,-0.6,0.2184265,-0.1310558974742889
inventory,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.2184265,-0.1310558974742889
Sales CRM,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.21850675,-0.1311040520668029
flexibility products,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.22036584,-0.1322195023298263
Apache,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.33149529,-0.1325981140136718
PHP,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.3316673,-0.1326669216156006
"Programming,",1,0.532,Low-Creativity Routine Coding,Decline,-0.3,0.446248,-0.1338743984699249
Employment Eligibility Verification (Form I-9),1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.2232348,-0.1339408814907074
traditional cooking methods,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.22364187,-0.1341851234436035
drawing and document templates,1,0.827,Basic Web 1.0 Development,Decline,-0.4,0.3373674,-0.1349469542503357
electrical competence,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.22551094,-0.1353065639734268
Community-Based Care,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.22628464,-0.135770782828331
dbt,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.22780699,-0.1366841912269592
retail sector,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.22958916,-0.1377534985542297
service scheduling,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.23251097,-0.1395065814256668
data modeling,1,0.826,Traditional Office & Routine Tasks,Decline,-0.6,0.23263665,-0.1395819872617721
front end systems,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.35035372,-0.140141487121582
relationship management,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.23403624,-0.1404217422008514
financial instruments,1,0.829,Traditional Office & Routine Tasks,Decline,-0.6,0.23708001,-0.1422480046749115
customer experience,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.23818585,-0.1429115116596221
overhead and,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.23841287,-0.1430477231740951
finishing,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.24000114,-0.1440006852149963
Financial Services industry,1,0.827,Traditional Office & Routine Tasks,Decline,-0.6,0.2427693,-0.1456615805625915
gas equipment,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.24388601,-0.1463316053152084
clean code,1,0.831,Low-Creativity Routine Coding,Decline,-0.3,0.48876512,-0.1466295361518859
SAP SuccessFactors,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.24824157,-0.1489449441432953
modern,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.2498291,-0.1498974591493606
Excel,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.25144854,-0.1508691251277923
commercial standards,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.25208503,-0.1512510180473327
Copilot,2,0.641,Traditional Office & Routine Tasks,Decline,-0.6,0.25513443,-0.1530806601047515
data storage,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.25671506,-0.1540290355682373
audit and compliance,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.25688472,-0.1541308343410491
internal websites,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.3863352,-0.1545340776443481
performance characteristics,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.25765005,-0.1545900285243988
web services,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.38863733,-0.155454933643341
business models,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.2597712,-0.1558627188205719
professional lighting,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.26032364,-0.1561941862106323
Travel Assistance,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.2608437,-0.1565062165260315
costings,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.26106435,-0.1566386103630065
"full lifecycle,",1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.2618272,-0.1570963203907013
consultancy,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.26778588,-0.1606715261936187
modern frontend engineering,1,0.532,Basic Web 1.0 Development,Decline,-0.4,0.40343428,-0.1613737106323242
clinical KPIs,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.27085334,-0.1625120043754577
wellbeing insights platform,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.2710407,-0.1626244246959686
workplace safety,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.27213457,-0.1632807433605194
management reporting,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.27432236,-0.1645934164524078
backend development,1,0.829,Basic Web 1.0 Development,Decline,-0.4,0.4118957,-0.1647582769393921
industry standards,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.2776601,-0.1665960609912872
JavaScript frameworks,1,0.532,Basic Web 1.0 Development,Decline,-0.4,0.41868407,-0.1674736261367798
Oracle,2,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.28177118,-0.1690627098083496
audits,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.28649193,-0.171895158290863
HR KPIs,1,0.829,Traditional Office & Routine Tasks,Decline,-0.6,0.29276288,-0.1756577253341674
web,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.44256702,-0.1770268082618713
change management,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.29533595,-0.1772015690803527
HR,1,0.826,Traditional Office & Routine Tasks,Decline,-0.6,0.2955284,-0.1773170471191406
HTML5,1,0.75,Basic Web 1.0 Development,Decline,-0.4,0.44838706,-0.1793548226356506
database,2,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.29937175,-0.1796230494976043
Workato,1,0.83,Traditional Office & Routine Tasks,Decline,-0.6,0.29961324,-0.1797679424285888
-driven businesses,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.30194312,-0.181165874004364
activity reporting,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.30909336,-0.1854560136795044
web-based systems,1,0.823,Basic Web 1.0 Development,Decline,-0.4,0.46690354,-0.1867614150047302
professional,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.3115435,-0.1869260966777801
