skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight,trend_tier,tier_weight,future_weight_tier
ensure privacy compliance,1,0.677,WEF03,Cybersecurity,Strong_Growth,0.9,0.23435391,0.23435391,0.20458883,0.18700331,0.029765084,DEC01,ONET06,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
"ensure portfolio progresses in accordance with programme, investment strategy, and quality standards",1,0.622,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.2519915,0.2519915,0.22745046,0.20643991,0.02454105,ESCO02,ONET05,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
ensure platforms are production ready,1,0.701,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.24560104,0.24560104,0.23950407,0.23475724,0.006096974,WEF05,DEC02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
ensure planning function excellence,1,0.641,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.26215696,0.26215696,0.24540602,0.21898475,0.016750947,ESCO01,MCK04,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
ensure pedagogical soundness,1,0.681,WEF08,Technological Literacy & Digital Fluency,Strong_Growth,0.85,0.20330937,0.20330937,0.13437264,0.117048144,0.068936735,MCK04,MCK02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
ensure optimal performance,1,0.707,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.11016072,0.11016072,0.109009705,0.07997445,0.0011510178,DEC03,MCK05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
ensure optimal inventory levels,1,0.594,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.104319826,0.104319826,0.099303484,0.09818899,0.005016342,MCK05,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
ensure optimal customer experience,1,0.677,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.21667625,0.21667625,0.14001653,0.13816863,0.076659724,DEC02,MCK02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
ensure on-time delivery,1,0.674,DEC03,Routine Maintenance Coding,Decline,-0.3,0.12905098,0.12905098,0.12240617,0.0956051,0.006644815,MCK02,WEF05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
ensure network fabrics and devices operate as expected,1,0.59,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.14552855,0.14552855,0.118739255,0.11580388,0.0267893,DEC02,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
ensure mission success,1,0.702,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.24054515,0.24054515,0.23508075,0.23036057,0.005464405,MCK03,MCK05,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
ensure microphones operate flawlessly,1,0.626,DEC02,Legacy Web Development,Decline,-0.4,0.09953064,0.09953064,0.07057145,0.057915274,0.028959185,DEC03,DEC01,Expert_consensus,0.0,Declining,0.0,0.0
ensure lighting operates flawlessly,1,0.624,DEC03,Routine Maintenance Coding,Decline,-0.3,0.16016999,0.16016999,0.0641633,0.034039527,0.09600669,DEC02,MCK01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
ensure issue resolution,1,0.61,DEC03,Routine Maintenance Coding,Decline,-0.3,0.22315064,0.22315064,0.16934931,0.14272276,0.053801328,MCK04,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
ensure integrity of financial information,1,0.694,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.19431162,0.19431162,0.18225884,0.15430614,0.012052774,DEC01,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
"ensure high-quality, scalable solutions",1,0.712,DEC03,Routine Maintenance Coding,Decline,-0.3,0.21658123,0.21658123,0.20679638,0.195398,0.0097848475,WEF04,ONET02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
ensure seamless execution of live performances,1,0.702,DEC02,Legacy Web Development,Decline,-0.4,0.18009613,0.18009613,0.14511831,0.1235057,0.034977823,DEC03,ONET04,Expert_consensus,0.0,Declining,0.0,0.0
ensure seamless deployment,1,0.731,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.22478646,0.22478646,0.20671538,0.17290968,0.018071085,DEC03,DEC02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
ensure seamless building,1,0.622,DEC02,Legacy Web Development,Decline,-0.4,0.16420461,0.16420461,0.16367799,0.11389142,0.00052662194,DEC03,WEF04,Expert_consensus,0.0,Declining,0.0,0.0
ensure scalable integration architecture,1,0.645,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.23789838,0.23789838,0.20475975,0.1778557,0.033138633,ONET02,DEC02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
ensure safety is baked in by default,1,0.691,DEC03,Routine Maintenance Coding,Decline,-0.3,0.111275434,0.111275434,0.099642664,0.06966008,0.01163277,WEF03,DEC01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
ensure reliable integration architecture,1,0.645,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.1963926,0.1963926,0.18386883,0.1753718,0.01252377,DEC03,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
ensure reliable communications,1,0.703,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.1679972,0.1679972,0.099464476,0.09016305,0.06853272,ONET02,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
ensure regulatory compliance,2,0.71,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.17041479,0.17041479,0.16145337,0.14034444,0.008961424,DEC03,WEF03,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
ensure quality control,1,0.702,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.20356804,0.20356804,0.13371706,0.090516314,0.06985098,DEC03,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
ensure quality and regulatory compliance,1,0.704,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.2054767,0.2054767,0.19879699,0.14491951,0.0066797137,DEC03,DEC01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
design a React Native architecture,1,0.716,DEC02,Legacy Web Development,Decline,-0.4,0.2819304,0.2819304,0.21969342,0.1416514,0.062236965,ONET03,DEC03,Expert_consensus,0.0,Declining,0.0,0.0
deploy retrieval-enhanced LLMs and hybrid retrieval pipelines,1,0.598,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2009876,0.2009876,0.19981024,0.19408509,0.0011773705,MCK02,ONET02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
design high-rise residential,1,0.71,DEC02,Legacy Web Development,Decline,-0.4,0.25420564,0.25420564,0.21404587,0.16126204,0.040159777,ONET03,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
design export flows,1,0.668,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.29708642,0.29708642,0.2712181,0.22256763,0.025868326,MCK02,ONET03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
design elegantly,1,0.705,DEC02,Legacy Web Development,Decline,-0.4,0.26835832,0.26835832,0.21522799,0.16190827,0.05313033,DEC03,ONET03,Expert_consensus,0.0,Declining,0.0,0.0
ensure products meet standards,1,0.702,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.17574674,0.17574674,0.16169292,0.15205619,0.014053822,WEF05,DEC03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
ensure products meet customer specifications,1,0.707,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.24669355,0.24669355,0.1824517,0.1592909,0.06424186,WEF05,DEC03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
ensure products are reliable and safe,1,0.696,DEC03,Routine Maintenance Coding,Decline,-0.3,0.124183536,0.124183536,0.11919622,0.09663404,0.0049873143,MCK05,ONET05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
ensure process readiness,1,0.704,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.25449792,0.25449792,0.2354548,0.17677003,0.019043118,DEC03,ONET02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
escalate issues,1,0.61,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.24305454,0.24305454,0.18969181,0.16726245,0.053362727,MCK04,MCK05,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
ensure user adoption,1,0.633,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.1516172,0.1516172,0.12814592,0.10228643,0.023471281,DEC02,WEF08,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
ensure the EPR solution meets user needs,1,0.694,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.112972274,0.112972274,0.10687425,0.10678917,0.0060980245,DEC02,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
ensure the EPR solution complies with safety and governance requirements,1,0.7,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.19723329,0.19723329,0.14042976,0.11806248,0.056803524,DEC02,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
ensure system success,1,0.7,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2380875,0.2380875,0.18332878,0.1560357,0.054758728,ONET02,ONET06,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
ensure system stability,1,0.703,DEC03,Routine Maintenance Coding,Decline,-0.3,0.1815911,0.1815911,0.17182164,0.15582216,0.009769455,MCK05,ONET06,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
ensure superior sound quality,1,0.701,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.112694696,0.112694696,0.06729717,0.044582285,0.045397528,WEF08,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
ensure Stratum’s goals are aligned,1,0.606,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.16481704,0.16481704,0.16145217,0.15705091,0.003364861,MCK05,MCK03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
ensure smooth running of department,1,0.634,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.13661137,0.13661137,0.12758026,0.103137314,0.009031117,DEC01,DEC03,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
ensure SLAs are met,1,0.69,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.18820181,0.18820181,0.15623689,0.11543584,0.031964928,WEF03,ONET02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
ensure security is baked in by default,1,0.692,WEF03,Cybersecurity,Strong_Growth,0.9,0.18412164,0.18412164,0.089011855,0.039042853,0.09510978,DEC03,WEF08,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
ensure secure integration architecture,1,0.645,WEF03,Cybersecurity,Strong_Growth,0.9,0.2533002,0.2533002,0.16311312,0.16291869,0.09018707,ONET02,ONET05,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
ensure seamless testing,1,0.62,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.2978407,0.2978407,0.17546701,0.09160738,0.1223737,DEC03,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
ensure seamless integration,1,0.709,DEC03,Routine Maintenance Coding,Decline,-0.3,0.13794504,0.13794504,0.12908924,0.12578431,0.008855805,WEF04,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
execute administrative HR functions,1,0.678,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.23661952,0.23661952,0.18992285,0.17665583,0.046696663,DEC01,MCK03,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
exceed sales expectations,1,0.612,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.10008679,0.10008679,0.041511655,0.036641065,0.05857514,DEC02,DEC03,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
exceed expectations,1,0.645,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.12953678,0.12953678,0.099603,0.062924094,0.02993378,DEC03,DEC02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
evolve patterns and components,1,0.568,DEC03,Routine Maintenance Coding,Decline,-0.3,0.16020237,0.16020237,0.12828521,0.12682404,0.031917155,MCK05,ONET03,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
evolve interfaces,1,0.572,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24595016,0.24595016,0.20464256,0.19895053,0.0413076,DEC02,WEF07,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
evolve data center design,1,0.667,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.25174823,0.25174823,0.23909217,0.23561588,0.012656063,ONET02,WEF02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
evaluate vendor capabilities,1,0.71,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.29778636,0.29778636,0.2590824,0.22698368,0.03870395,ESCO02,WEF05,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
evaluate Stratum models,1,0.62,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.12272072,0.12272072,0.10786514,0.10431932,0.014855579,WEF03,ESCO01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
evaluate eligibility for positions,1,0.677,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.22967574,0.22967574,0.20662668,0.20066923,0.023049057,MCK05,MCK03,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
evaluate competitive bids,1,0.706,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.2555766,0.2555766,0.22469822,0.18149029,0.030878395,MCK02,WEF05,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
evaluate clients existing Kriging models,1,0.621,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.17582405,0.17582405,0.16198555,0.15490726,0.0138385,WEF02,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
establish key financial targets,1,0.569,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.20021635,0.20021635,0.18615314,0.17276308,0.014063209,ONET06,WEF05,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
expand sales operations,1,0.569,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2420927,0.2420927,0.17458355,0.16492704,0.067509145,ESCO02,DEC01,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
execute targeted headhunting campaigns,1,0.711,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.15772337,0.15772337,0.15228173,0.15162522,0.005441636,ESCO01,MCK03,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
execute strategies,1,0.6,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.28565466,0.28565466,0.2510285,0.23633176,0.034626156,MCK02,ONET02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
execute recruitment functions,1,0.682,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.25510287,0.25510287,0.23946519,0.19088121,0.01563768,DEC01,ESCO02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
execute onboarding functions,1,0.681,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.19331424,0.19331424,0.14682348,0.13495035,0.04649076,DEC01,ESCO02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
execute on opportunities,1,0.611,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.18716678,0.18716678,0.14306684,0.13774705,0.04409994,MCK03,ONET02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
execute inform/awareness activities,1,0.686,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28920698,0.28920698,0.25156844,0.24554712,0.037638545,DEC01,ONET02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
execute ideas,1,0.606,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.24415198,0.24415198,0.23317143,0.20679733,0.0109805465,WEF07,DEC03,McKinsey_FutureOfWork_2025,0.0,Strong_Growth,1.0,0.0
execute go-to-market,1,0.619,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2601713,0.2601713,0.17506938,0.1389949,0.08510192,ESCO02,ONET02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
demonstrate understanding of electronics principles,1,0.63,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.16035217,0.16035217,0.1528593,0.14722624,0.00749287,DEC02,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
democratize observability,1,0.605,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.118478954,0.118478954,0.107546814,0.09587781,0.01093214,MCK05,MCK04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
design complex CIS solutions,1,0.7,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.23755625,0.23755625,0.20957318,0.20409091,0.02798307,WEF06,MCK02,McKinsey_FutureOfWork_2025,0.0,Strong_Growth,1.0,0.0
design automated metadata ingestion processes,1,0.708,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.27101457,0.27101457,0.2589092,0.20037365,0.0121053755,ONET02,ESCO02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
filter out sellers by digging into their process,1,0.587,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.18069784,0.18069784,0.12479159,0.10157299,0.05590625,MCK01,MCK04,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
filter out individuals who may misrepresent themselves,1,0.609,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.03546731,0.03546731,0.033295453,0.033017244,0.0021718591,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.0,Strong_Growth,1.0,0.0
facilitate positive relationships,1,0.677,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.16472182,0.16472182,0.16367571,0.121634886,0.0010461062,MCK05,MCK02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
facilitate annual planning cycle,1,0.595,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.23600884,0.23600884,0.2114174,0.20597799,0.024591431,WEF06,DEC03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
explore what's possible on mobile,1,0.605,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.27336589,0.27336589,0.19917032,0.19452584,0.074195564,ESCO02,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
explore diverse interests,1,0.612,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.26244566,0.26244566,0.2400781,0.20398304,0.022367552,MCK02,MCK03,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
explain solutions and products,1,0.609,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.22718728,0.22718728,0.20749927,0.19239235,0.01968801,DEC03,ONET06,McKinsey_FutureOfWork_2025,0.0,Strong_Growth,1.0,0.0
deliver Streamlit app,1,0.566,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.15983604,0.15983604,0.121971235,0.103056595,0.037864804,MCK02,ONET04,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
deliver self-service registration and governance,1,0.6,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.14875132,0.14875132,0.1348602,0.13145787,0.013891116,DEC03,DEC01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
deliver on production ownership,1,0.593,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.17204142,0.17204142,0.08849713,0.07482228,0.083544284,DEC02,MCK03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
deliver iOS apps,1,0.585,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.20467141,0.20467141,0.15689696,0.124591336,0.04777445,ONET01,ONET03,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
deliver high-quality work,2,0.626,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28932026,0.28932026,0.25157046,0.18104523,0.037749797,DEC03,DEC02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
deliver high-performance experiences,1,0.606,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28037363,0.28037363,0.2727151,0.25505388,0.007658541,DEC02,ONET03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
deploy Microsoft Intune,1,0.594,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.14783524,0.14783524,0.11753087,0.11531933,0.030304372,ONET02,DEC03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
deploy high-performance data ingestion systems,1,0.709,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.26850176,0.26850176,0.2619189,0.2071014,0.006582856,ONET02,WEF02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
deploy application code,1,0.703,DEC03,Routine Maintenance Coding,Decline,-0.3,0.25300393,0.25300393,0.2054756,0.18232316,0.047528327,DEC02,ONET01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
follow company grooming standards,1,0.639,DEC03,Routine Maintenance Coding,Decline,-0.3,0.1749647,0.1749647,0.12752979,0.103465706,0.04743491,MCK02,DEC02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
focus on scalability,1,0.59,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.26216042,0.26216042,0.26093104,0.25203872,0.0012293756,DEC02,ONET06,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
focus on production delivery,1,0.591,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2757613,0.2757613,0.20747024,0.19874546,0.06829107,DEC02,ESCO01,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
focus on lifecycle ownership,1,0.591,DEC03,Routine Maintenance Coding,Decline,-0.3,0.20241106,0.20241106,0.20049001,0.17413856,0.0019210428,MCK05,DEC02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
focus on instrumentation,1,0.595,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.22692001,0.22692001,0.21441606,0.20897023,0.012503952,WEF02,ONET03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
focus on customers,1,0.631,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.19199887,0.19199887,0.1796331,0.14545675,0.012365773,ESCO02,MCK04,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
govern projects,1,0.569,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.23968759,0.23968759,0.22475204,0.20252886,0.014935553,MCK03,ONET06,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
govern processes,1,0.639,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.24376774,0.24376774,0.2257989,0.19198027,0.017968833,ONET06,ONET02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
go above and beyond to help customers,1,0.627,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.22394137,0.22394137,0.16912176,0.16589622,0.054819614,MCK03,WEF05,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
generate insights,1,0.678,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.24375623,0.24375623,0.22247094,0.21615559,0.021285295,WEF02,ESCO02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
generate growth,1,0.703,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.25310728,0.25310728,0.12158619,0.097722545,0.13152109,MCK03,WEF04,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
gather data on improvement performance,1,0.619,DEC03,Routine Maintenance Coding,Decline,-0.3,0.22983801,0.22983801,0.22659811,0.18665513,0.0032398999,ONET02,WEF02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
foster inclusion,1,0.611,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.21629524,0.21629524,0.175511,0.14300156,0.04078424,MCK05,WEF07,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
foster a culture of customer success,1,0.63,DEC03,Routine Maintenance Coding,Decline,-0.3,0.18991685,0.18991685,0.18084478,0.15839884,0.009072065,MCK02,MCK03,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
foster a culture of accountability,1,0.633,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.20783748,0.20783748,0.11143518,0.09044574,0.096402295,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
formulate important insights,1,0.71,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.24957496,0.24957496,0.23434895,0.2138035,0.0152260065,MCK04,MCK02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
follow through on tasks,1,0.602,DEC03,Routine Maintenance Coding,Decline,-0.3,0.28191748,0.28191748,0.2538525,0.21943858,0.028064996,MCK02,WEF07,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
deliver exceptional customer experience,1,0.576,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.20872253,0.20872253,0.17722484,0.15166296,0.031497687,DEC03,DEC02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
deliver complex CIS solutions,1,0.592,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.2356363,0.2356363,0.17651762,0.1656196,0.059118673,WEF07,MCK02,McKinsey_FutureOfWork_2025,0.0,Strong_Growth,1.0,0.0
deliver client solution,1,0.593,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2509178,0.2509178,0.19177988,0.18033996,0.05913791,WEF05,ONET06,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
deliver change initiatives,1,0.641,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28689656,0.28689656,0.26191574,0.2532282,0.024980813,MCK03,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
deliver value to customers,1,0.632,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.16525777,0.16525777,0.1642629,0.14765134,0.0009948611,MCK02,ONET06,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
deliver value,1,0.606,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.19083777,0.19083777,0.15444106,0.12715882,0.036396712,ONET06,MCK05,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
welcome visitors professionally,1,0.62,DEC03,Routine Maintenance Coding,Decline,-0.3,0.1188898,0.1188898,0.09175619,0.07563325,0.027133614,DEC02,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
visualize partner revenue,1,0.677,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.19211814,0.19211814,0.1580212,0.13071823,0.03409694,WEF05,ESCO02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
