knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight,trend_tier,tier_weight,future_weight_tier
GPUs,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21813186,0.21813186,0.119257316,0.09895185,0.09887454,WEF04,WEF02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
GPUaaS providers,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.24263702,0.24263702,0.23177654,0.18904188,0.010860488,ONET02,WEF05,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
GPU hardware architecture,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2191172,0.2191172,0.15115517,0.1500287,0.06796202,ONET03,WEF01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
GPU farms,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.29566574,0.29566574,0.22498226,0.17858416,0.07068348,ONET02,WEF02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
GPU Compute API,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.17904048,0.17904048,0.15840732,0.14037485,0.020633161,WEF02,WEF01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Government Secret Security Clearance,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.22887875,0.22887875,0.17634416,0.1018957,0.052534595,DEC01,MCK01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
government procurement regulations,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.20678176,0.20678176,0.20628726,0.18982792,0.00049449503,ONET06,WEF05,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
governance,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.2765227,0.2765227,0.18912874,0.16215853,0.087393954,MCK03,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Google Workspace,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.20085853,0.20085853,0.161232,0.15240178,0.03962654,DEC02,ONET03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
HL7/FHIR,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.08880171,0.08880171,0.08170685,0.077784345,0.00709486,MCK05,MCK03,Expert_consensus,0.0,Declining,0.0,0.0
High-rise,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.14182161,0.14182161,0.124185205,0.12356015,0.017636403,MCK02,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
high performance computing,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2602535,0.2602535,0.2583927,0.22875394,0.0018607974,WEF04,WEF02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Hermes,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.0961328,0.0961328,0.08084745,0.07409667,0.01528535,MCK05,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
hematology-oncology,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.11700481,0.11700481,0.10542567,0.08475225,0.011579141,ONET05,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
heavy-duty mechanics,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.24875614,0.24875614,0.22732376,0.18644571,0.021432385,MCK02,MCK05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
heat transfer,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.063776255,0.063776255,0.05506437,0.030021459,0.008711886,MCK03,WEF01,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
healthcare system integrations,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.29174554,0.29174554,0.2627382,0.25256458,0.029007345,DEC01,MCK01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
healthcare standards,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.19460967,0.19460967,0.18331139,0.16459447,0.011298284,DEC01,ONET06,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
health context,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.23584235,0.23584235,0.18497819,0.15116161,0.05086416,ONET03,DEC03,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
health and benefits administration,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.24769057,0.24769057,0.23452191,0.21394372,0.013168663,ONET02,MCK05,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
HDFS,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.27858037,0.27858037,0.21707305,0.19666404,0.061507314,WEF02,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
hardware validation,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.16476578,0.16476578,0.1406362,0.101792164,0.02412957,ONET05,DEC02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
hardware,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.2666377,0.2666377,0.25997427,0.25596678,0.0066634417,ONET03,ONET02,Expert_consensus,0.0,Declining,0.0,0.0
Halon,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.18091267,0.18091267,0.17144996,0.1651091,0.009462714,ONET04,WEF04,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
CPUs,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.25916734,0.25916734,0.24937978,0.23725115,0.0097875595,WEF04,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Cowboy central delivery point,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.17528507,0.17528507,0.0703648,0.051107388,0.10492027,ESCO01,ONET02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
correctness tools,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.26978052,0.26978052,0.24444324,0.19775243,0.025337279,WEF07,DEC01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
IBM,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.25092322,0.25092322,0.24467897,0.21618128,0.006244242,DEC02,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
IaaS,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.2155014,0.2155014,0.19956324,0.16491841,0.015938163,WEF07,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
IA Control & Signaling,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.24516243,0.24516243,0.1393743,0.13576007,0.10578813,WEF04,MCK01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
hyperscalers,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.16113244,0.16113244,0.12352382,0.108210325,0.037608624,WEF01,WEF05,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Hybrid Join,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.11874382,0.11874382,0.11276995,0.10799313,0.0059738755,MCK05,WEF07,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
hybrid environments,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.27712625,0.27712625,0.23113164,0.2097139,0.04599461,WEF04,DEC02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
HRIS System,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.22242787,0.22242787,0.22162963,0.21455204,0.0007982403,ONET02,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
HR functions,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.21905994,0.21905994,0.21763223,0.21339849,0.00142771,MCK01,ONET03,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
HR best practices,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.2834739,0.2834739,0.24389564,0.22564214,0.039578274,MCK02,DEC01,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
HPE,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.1992493,0.1992493,0.1775184,0.15670516,0.0217309,ONET05,ONET04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
housebuilding,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.24112806,0.24112806,0.21877602,0.20794013,0.02235204,DEC03,DEC02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
in-house development,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27432677,0.27432677,0.2717853,0.26577207,0.0025414824,DEC02,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
ILO,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.17166734,0.17166734,0.120319515,0.10775256,0.051347822,ONET06,WEF03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
IHV,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.124700025,0.124700025,0.104244635,0.092386656,0.02045539,MCK04,ESCO01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Ignition,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.11095655,0.11095655,0.10160978,0.09232974,0.009346768,MCK04,ONET02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
identity management,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.20788363,0.20788363,0.18116191,0.17827089,0.026721716,MCK02,WEF05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
customer service,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21604475,0.21604475,0.21534169,0.19317287,0.0007030666,WEF05,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
customer experience,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.27322924,0.27322924,0.2654597,0.20499083,0.007769555,MCK02,DEC02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
customer engagement,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.26713383,0.26713383,0.24094415,0.21874517,0.026189685,MCK02,ESCO02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
CUDA,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.14047574,0.14047574,0.098172456,0.09529063,0.04230328,ESCO01,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
CT Data Strategy,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.26332057,0.26332057,0.16358575,0.15570654,0.09973481,WEF02,MCK02,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
CSS3,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.2973793,0.2973793,0.17180614,0.15078554,0.12557317,ONET03,ONET06,Expert_consensus,0.0,Declining,0.0,0.0
CSP,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.15015233,0.15015233,0.1487909,0.14678356,0.0013614297,MCK02,WEF04,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
CrossRef,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.14284596,0.14284596,0.13660309,0.10371378,0.0062428713,MCK05,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
cross-platform mobile applications,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27725813,0.27725813,0.22539307,0.20704779,0.051865056,DEC02,ONET03,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
CRM,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.24980482,0.24980482,0.22819139,0.21633722,0.021613434,ESCO01,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Crisis Care Platform,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2564058,0.2564058,0.22374259,0.20531322,0.03266321,MCK05,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
consumer-driven insights,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.22396554,0.22396554,0.21988809,0.21792914,0.0040774494,ESCO02,MCK05,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
consumer packaged goods,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.19376118,0.19376118,0.11317377,0.11210768,0.08058742,DEC02,ONET06,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
intercom systems,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2484324,0.2484324,0.23113199,0.22398274,0.017300412,ONET03,MCK01,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
integrated value,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.19403765,0.19403765,0.15739322,0.15582313,0.03664443,MCK02,WEF08,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
integrated mine closure planning,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.1810022,0.1810022,0.17173217,0.16322213,0.009270027,ESCO01,ESCO02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
insurance industry,2,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.25242215,0.25242215,0.22937974,0.18024129,0.02304241,WEF05,ONET02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
Instrumentation and Electrical facility design,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.22352695,0.22352695,0.16398367,0.15876456,0.05954328,ESCO02,ONET05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
injection molding,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.05293845,0.05293845,0.04317606,0.033842914,0.009762391,MCK01,ESCO02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
information architecture,2,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26849413,0.26849413,0.24877167,0.23521033,0.019722462,ONET06,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
inform/awareness,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.24981523,0.24981523,0.20854534,0.17559314,0.041269884,WEF07,ONET02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
INFINIDAT,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.11693899,0.11693899,0.11219394,0.10779226,0.0047450513,ESCO01,ONET02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
industry benchmarks,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2469693,0.2469693,0.24177846,0.22207819,0.0051908344,ONET03,ESCO02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
industrial control systems,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.2893883,0.2893883,0.21831262,0.19756183,0.07107568,ONET06,ONET03,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
indexing,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.24812879,0.24812879,0.124449804,0.11729251,0.12367898,WEF02,ESCO02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
incident management,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.26554608,0.26554608,0.23245491,0.19354708,0.033091173,ONET02,MCK03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
investment strategy,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.22838937,0.22838937,0.22391987,0.18049578,0.004469499,MCK05,ONET06,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
inventory management,2,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26140353,0.26140353,0.2180045,0.18874872,0.043399036,ESCO01,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
internet,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.27915603,0.27915603,0.2740485,0.26537472,0.005107522,DEC02,WEF05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
internationalization,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.1625942,0.1625942,0.16240336,0.15949365,0.00019083917,WEF07,WEF04,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
internal standards,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.21596228,0.21596228,0.20739314,0.19650263,0.008569136,ONET03,ESCO02,Expert_consensus,0.0,Declining,0.0,0.0
internal housing management software,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.23073134,0.23073134,0.19922566,0.19389546,0.031505674,DEC03,ESCO01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
corporate governance,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.22788486,0.22788486,0.19863795,0.18043749,0.029246911,MCK02,MCK03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
copper deposit types,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.17072743,0.17072743,0.16268751,0.11407852,0.0080399215,WEF08,MCK02,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
copper cabling,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.11768831,0.11768831,0.10024433,0.09274369,0.017443985,WEF04,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
coordinate transformation systems,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.083214805,0.083214805,0.07829517,0.06288572,0.0049196333,ONET02,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
contracts,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.26248112,0.26248112,0.26156223,0.25051546,0.000918895,MCK02,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Continuous Integration,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.16002427,0.16002427,0.15491164,0.15235254,0.005112633,WEF02,MCK01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Continuity of Operations (COOP),1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.21969888,0.21969888,0.21338528,0.18701825,0.006313592,MCK02,ONET06,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
content metadata,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.24144964,0.24144964,0.21971822,0.20719114,0.021731421,DEC01,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Kriging models,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.1248194,0.1248194,0.11762576,0.11326727,0.00719364,ONET02,WEF02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
KPI,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.21329838,0.21329838,0.20736039,0.20111643,0.0059379935,WEF02,MCK01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Kotlin,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.11632775,0.11632775,0.10981482,0.1059462,0.006512925,ONET02,WEF05,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
Kong Konnect,1,0.75,WEF08,Technological Literacy & Digital Fluency,Strong_Growth,0.85,0.073859274,0.073859274,0.062253874,0.05506238,0.011605401,ONET03,WEF04,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
knowledge graphs,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.25015134,0.25015134,0.22954023,0.20356193,0.020611107,WEF01,WEF07,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
kernel,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.14532697,0.14532697,0.12132262,0.11381218,0.024004355,WEF01,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Kafka,3,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21492305,0.21492305,0.13787663,0.1250352,0.077046424,ONET06,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
JMS,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.2188822,0.2188822,0.19340226,0.15256464,0.025479943,ONET02,DEC02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
Jira,2,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.25958994,0.25958994,0.14565223,0.14498238,0.113937706,WEF02,WEF03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
Jenkins,1,0.75,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.24087134,0.24087134,0.22893396,0.21865162,0.01193738,ONET02,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
JDeveloper,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.16896826,0.16896826,0.11631253,0.11185935,0.052655727,DEC03,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
JavaScript,3,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.25884312,0.25884312,0.20380282,0.1883069,0.0550403,WEF01,DEC03,Expert_consensus,0.0,Declining,0.0,0.0
ISO 9001,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.109588444,0.109588444,0.106071755,0.094410814,0.003516689,ONET03,DEC02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
IoT sensors,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.18532245,0.18532245,0.15271007,0.14354761,0.032612383,WEF02,WEF04,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
IoT,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.23981214,0.23981214,0.23091587,0.22413658,0.008896261,WEF01,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
iOS,4,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.2763508,0.2763508,0.21725172,0.1855641,0.05909908,WEF07,WEF05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Light Gauge Steel (LGS) systems,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.12249589,0.12249589,0.09916089,0.06922206,0.023335002,DEC02,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
lifecycle marketing,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2746152,0.2746152,0.25974855,0.23053159,0.01486665,MCK05,ESCO02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Life Sciences,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2757856,0.2757856,0.23995087,0.20898715,0.03583473,MCK05,MCK03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
life insurance,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.16752422,0.16752422,0.105601735,0.077653095,0.061922483,DEC03,MCK04,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Lending,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2041178,0.2041178,0.1587179,0.13397421,0.045399904,ONET06,WEF07,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Legal Service Hub,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.19153082,0.19153082,0.1565174,0.1522817,0.035013422,MCK02,DEC01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
LeapSpace,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.22317544,0.22317544,0.21014123,0.20348799,0.01303421,ONET04,ONET03,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
LCA,1,0.75,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.21248499,0.21248499,0.20987494,0.14602023,0.0026100427,MCK02,MCK05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
layer 3 protocols,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.22207154,0.22207154,0.16448963,0.14719795,0.057581916,MCK02,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
layer 2 protocols,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.13944562,0.13944562,0.117322296,0.112836644,0.022123322,MCK02,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
launch file,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.105836585,0.105836585,0.09585101,0.09407988,0.009985574,ESCO01,ONET04,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
lasers,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.144321,0.144321,0.12872092,0.10006906,0.01560007,ONET04,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
laser measurement systems,1,0.75,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.09285215,0.09285215,0.08857784,0.049706243,0.004274316,ONET02,MCK04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Large Language Models,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.27726394,0.27726394,0.10682921,0.104281746,0.17043473,DEC03,WEF07,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
L4 support,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.20252213,0.20252213,0.12660953,0.1209025,0.075912595,ONET06,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
L3 support,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.17571186,0.17571186,0.12409085,0.122929014,0.051621005,ONET06,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
compression molding,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.12927431,0.12927431,0.077385366,0.070728146,0.051888943,MCK01,WEF05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
machining principles,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.23209026,0.23209026,0.21470666,0.1827268,0.017383605,DEC03,ONET03,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
M365 certifications,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.15187341,0.15187341,0.13827133,0.13224824,0.013602078,ESCO02,DEC01,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
