job_id,job_date,sentence_id,sentence_raw,sentence_clean,sentence_en
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0022,We are on a mission to change the face of the healthcare industry through value driven products.,We are on a mission to change the face of the healthcare industry through value driven products.,We are on a mission to change the face of the healthcare industry through value driven products.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0023,These products will create innovation to all healthcare users across HCA’s nationwide ecosystem.,These products will create innovation to all healthcare users across HCA’s nationwide ecosystem.,These products will create innovation to all healthcare users across HCA’s nationwide ecosystem.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0024,To do this we are building teams that are curious and quick to adapt to new technologies.,To do this we are building teams that are curious and quick to adapt to new technologies.,To do this we are building teams that are curious and quick to adapt to new technologies.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0025,"Major Responsibilities: * Foster a collaborative team environment, working closely with developers, analysts, and business stakeholders to ensure successful solution delivery aligned with business objectives and architectural standards.","Major Responsibilities: Foster a collaborative team environment, working closely with developers, analysts, and business stakeholders to ensure successful solution delivery aligned with business objectives and architectural standards.","Major Responsibilities: Foster a collaborative team environment, working closely with developers, analysts, and business stakeholders to ensure successful solution delivery aligned with business objectives and architectural standards."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0026,"Facilitate communication and knowledge sharing across teams. * Collaborate with stakeholders (business stakeholders, product owners, project managers, and end users) to deeply understand functional and non\\-functional requirements, translating them into detailed solution designs that meet those needs. * Lead investigations into complex development and design problems, proposing innovative and effective solutions that leverage appropriate technologies and architectural patterns.","Facilitate communication and knowledge sharing across teams. Collaborate with stakeholders (business stakeholders, product owners, project managers, and end users) to deeply understand functional and non -functional requirements, translating them into detailed solution designs that meet those needs. Lead investigations into complex development and design problems, proposing innovative and effective solutions that leverage appropriate technologies and architectural patterns.","Facilitate communication and knowledge sharing across teams. Collaborate with stakeholders (business stakeholders, product owners, project managers, and end users) to deeply understand functional and non -functional requirements, translating them into detailed solution designs that meet those needs. Lead investigations into complex development and design problems, proposing innovative and effective solutions that leverage appropriate technologies and architectural patterns."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0027,"Evaluate and recommend different solution options based on feasibility, cost, and business impact. * Guide development teams in scoping and estimating the effort required to implement specific solutions, ensuring that estimates are accurate and realistic based on the complexity and scope of the design. * Be a community leader in promoting and enforcing architectural, design, implementation, and security standards and best practices across solution development projects.","Evaluate and recommend different solution options based on feasibility, cost, and business impact. Guide development teams in scoping and estimating the effort required to implement specific solutions, ensuring that estimates are accurate and realistic based on the complexity and scope of the design. Be a community leader in promoting and enforcing architectural, design, implementation, and security standards and best practices across solution development projects.","Evaluate and recommend different solution options based on feasibility, cost, and business impact. Guide development teams in scoping and estimating the effort required to implement specific solutions, ensuring that estimates are accurate and realistic based on the complexity and scope of the design. Be a community leader in promoting and enforcing architectural, design, implementation, and security standards and best practices across solution development projects."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0028,"Act as a subject matter expert on specific technologies or architectural patterns. * Design and execute proof\\-of\\-concept (POC) or proof\\-of\\-technology (POT) tasks to validate proposed solution designs and ensure that they meet performance, scalability, and security requirements.","Act as a subject matter expert on specific technologies or architectural patterns. Design and execute proof -of -concept (POC) or proof -of -technology (POT) tasks to validate proposed solution designs and ensure that they meet performance, scalability, and security requirements.","Act as a subject matter expert on specific technologies or architectural patterns. Design and execute proof -of -concept (POC) or proof -of -technology (POT) tasks to validate proposed solution designs and ensure that they meet performance, scalability, and security requirements."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0029,"Present POC findings to stakeholders to gain buy\\-in and confidence in the proposed solution. * Prepare and present solution designs, feasibility studies, and impact analyses to diverse audiences, ranging from senior management to developers and testers.","Present POC findings to stakeholders to gain buy -in and confidence in the proposed solution. Prepare and present solution designs, feasibility studies, and impact analyses to diverse audiences, ranging from senior management to developers and testers.","Present POC findings to stakeholders to gain buy -in and confidence in the proposed solution. Prepare and present solution designs, feasibility studies, and impact analyses to diverse audiences, ranging from senior management to developers and testers."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0030,Tailor communication to the specific needs and technical understanding of each audience. * Produce comprehensive architectural and design documentation to guide development teams in building and implementing solutions.,Tailor communication to the specific needs and technical understanding of each audience. Produce comprehensive architectural and design documentation to guide development teams in building and implementing solutions.,Tailor communication to the specific needs and technical understanding of each audience. Produce comprehensive architectural and design documentation to guide development teams in building and implementing solutions.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0031,"This includes: * Formulate unit and integration tests, and conduct functional and performance testing as appropriate, to ensure the quality and reliability of the implemented solution. * Adhere to established development practices and processes and actively contribute to their improvement based on experience gained during solution development projects.","This includes: Formulate unit and integration tests, and conduct functional and performance testing as appropriate, to ensure the quality and reliability of the implemented solution. Adhere to established development practices and processes and actively contribute to their improvement based on experience gained during solution development projects.","This includes: Formulate unit and integration tests, and conduct functional and performance testing as appropriate, to ensure the quality and reliability of the implemented solution. Adhere to established development practices and processes and actively contribute to their improvement based on experience gained during solution development projects."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0032,"Advocate for the adoption of best practices and tools. * Practices and adheres to the “Code of Conduct” philosophy and “Mission and Value Statement.” * Training and mentoring of peers and other staff * Performs other duties as assigned Education \\& Experience: * Bachelor's degree Computer Science or related field required * 5\\+ years of experience a Software development or engineering roles required Knowledge, Skills, Abilities, Behaviors: * Growth mindset and a willingness to learn new skills, technologies, and frameworks.","Advocate for the adoption of best practices and tools. Practices and adheres to the “Code of Conduct” philosophy and “Mission and Value Statement.” Training and mentoring of peers and other staff Performs other duties as assigned Education & Experience: Bachelor's degree Computer Science or related field required 5 + years of experience a Software development or engineering roles required Knowledge, Skills, Abilities, Behaviors: Growth mindset and a willingness to learn new skills, technologies, and frameworks.","Advocate for the adoption of best practices and tools. Practices and adheres to the “Code of Conduct” philosophy and “Mission and Value Statement.” Training and mentoring of peers and other staff Performs other duties as assigned Education & Experience: Bachelor's degree Computer Science or related field required 5 + years of experience a Software development or engineering roles required Knowledge, Skills, Abilities, Behaviors: Growth mindset and a willingness to learn new skills, technologies, and frameworks."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0033,"Required * Full\\-stack experience working with various languages, platforms, and other tools, systems including, but not limited to some combination of: SQL or noSQL databases (e.g.","Required Full -stack experience working with various languages, platforms, and other tools, systems including, but not limited to some combination of: SQL or noSQL databases (e.g.","Required Full -stack experience working with various languages, platforms, and other tools, systems including, but not limited to some combination of: SQL or noSQL databases (e.g."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0034,"SQL Server, DB2, Teradata, CosmosDB, MongoDB), ETL and data\\-pipeline type tools (e.g.","SQL Server, DB2, Teradata, CosmosDB, MongoDB), ETL and data -pipeline type tools (e.g.","SQL Server, DB2, Teradata, CosmosDB, MongoDB), ETL and data -pipeline type tools (e.g."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0035,"SSIS, GCP DataFlow, Azure DataFactory), message queue type systems (e.g.","SSIS, GCP DataFlow, Azure DataFactory), message queue type systems (e.g.","SSIS, GCP DataFlow, Azure DataFactory), message queue type systems (e.g."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0036,"Azure EventHub, GCP PubSub, Kafka, RabbitMQ), microservice environments (e.g.","Azure EventHub, GCP PubSub, Kafka, RabbitMQ), microservice environments (e.g.","Azure EventHub, GCP PubSub, Kafka, RabbitMQ), microservice environments (e.g."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0037,"Docker/Kubernetes, C\\#, Java), APIs (e.g.","Docker/Kubernetes, C #, Java), APIs (e.g.","Docker/Kubernetes, C #, Java), APIs (e.g."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0038,"REST, OpenAPI), front\\-end frameworks (e.g.","REST, OpenAPI), front -end frameworks (e.g.","REST, OpenAPI), front -end frameworks (e.g."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0039,"ReactJs, VueJS, Angular), and ML model operationalization techniques and generative AI usage.","ReactJs, VueJS, Angular), and ML model operationalization techniques and generative AI usage.","ReactJs, VueJS, Angular), and ML model operationalization techniques and generative AI usage."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0040,"Required * Experience interfacing with or working within CRM, ERP, eCommerce, or EMR/EHR solutions and common integration patterns.","Required Experience interfacing with or working within CRM, ERP, eCommerce, or EMR/EHR solutions and common integration patterns.","Required Experience interfacing with or working within CRM, ERP, eCommerce, or EMR/EHR solutions and common integration patterns."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0041,Preferred * Experience with DevOps tooling (e.g.,Preferred Experience with DevOps tooling (e.g.,Preferred Experience with DevOps tooling (e.g.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0042,"GitHub, Azure DevOps).","GitHub, Azure DevOps).","GitHub, Azure DevOps)."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0043,Required * Experience with diagramming tools (e.g.,Required Experience with diagramming tools (e.g.,Required Experience with diagramming tools (e.g.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0044,"Required * Strong Experience in cloud native, deploying within cloud environments, serverless development and/or container\\-based solutions.","Required Strong Experience in cloud native, deploying within cloud environments, serverless development and/or container -based solutions.","Required Strong Experience in cloud native, deploying within cloud environments, serverless development and/or container -based solutions."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0045,Required * Strong understanding of best practices in the design of REST\\-based APIs.,Required Strong understanding of best practices in the design of REST -based APIs.,Required Strong understanding of best practices in the design of REST -based APIs.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0046,Required * Strong Understanding of agile methodology and software development lifecycles.,Required Strong Understanding of agile methodology and software development lifecycles.,Required Strong Understanding of agile methodology and software development lifecycles.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0047,Required * Demonstrated ability to communicate complex technical information in a condensed manner to various stakeholders verbally and in writing.,Required Demonstrated ability to communicate complex technical information in a condensed manner to various stakeholders verbally and in writing.,Required Demonstrated ability to communicate complex technical information in a condensed manner to various stakeholders verbally and in writing.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0048,Required * Ability to lead community events with a focus on software development or delivery.,Required Ability to lead community events with a focus on software development or delivery.,Required Ability to lead community events with a focus on software development or delivery.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0049,Required * Excellent problem solving and analytical skills.,Required Excellent problem solving and analytical skills.,Required Excellent problem solving and analytical skills.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0050,Required * Troubleshooting skills including experience working with utilities for log analysis and load testing.,Required Troubleshooting skills including experience working with utilities for log analysis and load testing.,Required Troubleshooting skills including experience working with utilities for log analysis and load testing.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0051,Required * Ability to work independently and lead a team to specific outcomes.,Required Ability to work independently and lead a team to specific outcomes.,Required Ability to work independently and lead a team to specific outcomes.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0052,"Required * Strong ability to understand context for code, the codebase, and its relation to business objectives.","Required Strong ability to understand context for code, the codebase, and its relation to business objectives.","Required Strong ability to understand context for code, the codebase, and its relation to business objectives."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0053,Required * Understanding of IT contracting and purchasing practices.,Required Understanding of IT contracting and purchasing practices.,Required Understanding of IT contracting and purchasing practices.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0054,Preferred * Ability to lead technical interviews of potential candidates of vary levels.,Preferred Ability to lead technical interviews of potential candidates of vary levels.,Preferred Ability to lead technical interviews of potential candidates of vary levels.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0055,Preferred * Ability to sit for long periods of time.,Preferred Ability to sit for long periods of time.,Preferred Ability to sit for long periods of time.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0056,Required HCA Healthcare has been recognized as one of the World's Most Ethical Companies® by the Ethisphere Institute more than ten times.,Required HCA Healthcare has been recognized as one of the World's Most Ethical Companies® by the Ethisphere Institute more than ten times.,Required HCA Healthcare has been recognized as one of the World's Most Ethical Companies® by the Ethisphere Institute more than ten times.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0057,"In recent years, HCA Healthcare spent an estimated $3\\.7 billion in cost for the delivery of charitable care, uninsured discounts, and other uncompensated expenses. ""Bricks and mortar do not make a hospital.","In recent years, HCA Healthcare spent an estimated $3 .7 billion in cost for the delivery of charitable care, uninsured discounts, and other uncompensated expenses. ""Bricks and mortar do not make a hospital.","In recent years, HCA Healthcare spent an estimated $3 .7 billion in cost for the delivery of charitable care, uninsured discounts, and other uncompensated expenses. ""Bricks and mortar do not make a hospital."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0058,"People do.""\\- Dr.","People do."" - Dr.","People do."" - Dr."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0059,"Thomas Frist, Sr.","Thomas Frist, Sr.","Thomas Frist, Sr."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0060,"HCA Healthcare Co\\-Founder If you are looking for an opportunity that provides satisfaction and personal growth, we encourage you to apply for our Senior Solution Architect opening.","HCA Healthcare Co -Founder If you are looking for an opportunity that provides satisfaction and personal growth, we encourage you to apply for our Senior Solution Architect opening.","HCA Healthcare Co -Founder If you are looking for an opportunity that provides satisfaction and personal growth, we encourage you to apply for our Senior Solution Architect opening."
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0061,We promptly review all applications.,We promptly review all applications.,We promptly review all applications.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0062,Highly qualified candidates will be contacted for interviews. **Unlock the possibilities and apply today!** *We are an equal opportunity employer.,Highly qualified candidates will be contacted for interviews. Unlock the possibilities and apply today! We are an equal opportunity employer.,Highly qualified candidates will be contacted for interviews. Unlock the possibilities and apply today! We are an equal opportunity employer.
in-a7c80e2086f0d108,2026-03-03,in-a7c80e2086f0d108_0063,"We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.*","We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.","We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0001,**DESCRIPTION** - Chartered Management Degree Apprentice – Create Impact Through Leadership at Amazon Do you have the passion to inspire teams while shaping business success?,DESCRIPTION - Chartered Management Degree Apprentice – Create Impact Through Leadership at Amazon Do you have the passion to inspire teams while shaping business success?,DESCRIPTION - Chartered Management Degree Apprentice – Create Impact Through Leadership at Amazon Do you have the passion to inspire teams while shaping business success?
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0002,Join Amazon as a Chartered Management Degree Apprentice and turn your leadership potential into real\\-world impact \\- all while earning a fully funded degree.,Join Amazon as a Chartered Management Degree Apprentice and turn your leadership potential into real -world impact - all while earning a fully funded degree.,Join Amazon as a Chartered Management Degree Apprentice and turn your leadership potential into real -world impact - all while earning a fully funded degree.
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0003,This role is the perfect way to embark on your career as a Chartered Manager.,This role is the perfect way to embark on your career as a Chartered Manager.,This role is the perfect way to embark on your career as a Chartered Manager.
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0004,"You’ll take on diverse responsibilities that develop your ability to make strategic decisions, collaborate effectively, and motivate teams to deliver results.","You’ll take on diverse responsibilities that develop your ability to make strategic decisions, collaborate effectively, and motivate teams to deliver results.","You’ll take on diverse responsibilities that develop your ability to make strategic decisions, collaborate effectively, and motivate teams to deliver results."
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0005,"With every challenge you tackle, you’ll refine your skills in communication, management, and the art of inspiring others.","With every challenge you tackle, you’ll refine your skills in communication, management, and the art of inspiring others.","With every challenge you tackle, you’ll refine your skills in communication, management, and the art of inspiring others."
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0006,"You’ll work towards becoming a professional manager capable of handling complexity and delivering impact at both strategic and operational levels \\- mastering the intricacies of project management, financial acumen, innovation, and risk management.","You’ll work towards becoming a professional manager capable of handling complexity and delivering impact at both strategic and operational levels - mastering the intricacies of project management, financial acumen, innovation, and risk management.","You’ll work towards becoming a professional manager capable of handling complexity and delivering impact at both strategic and operational levels - mastering the intricacies of project management, financial acumen, innovation, and risk management."
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0007,"Most importantly, you’ll forge strong relationships with stakeholders, building your presence as a trusted and influential leader. \\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_\\_ What You’ll Do As a Chartered Management Degree Apprentice, you’ll take on a supervisory role from day one, gaining hands\\-on experience leading teams, managing operations, and making decisions that drive results.","Most importantly, you’ll forge strong relationships with stakeholders, building your presence as a trusted and influential leader. _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ What You’ll Do As a Chartered Management Degree Apprentice, you’ll take on a supervisory role from day one, gaining hands -on experience leading teams, managing operations, and making decisions that drive results.","Most importantly, you’ll forge strong relationships with stakeholders, building your presence as a trusted and influential leader. _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ What You’ll Do As a Chartered Management Degree Apprentice, you’ll take on a supervisory role from day one, gaining hands -on experience leading teams, managing operations, and making decisions that drive results."
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0008,"You’ll combine your academic learning with practical management experience, ensuring you can apply what you study directly in the workplace.","You’ll combine your academic learning with practical management experience, ensuring you can apply what you study directly in the workplace.","You’ll combine your academic learning with practical management experience, ensuring you can apply what you study directly in the workplace."
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0009,Our operations include everything from fulfilment centres and delivery stations to corporate support teams.,Our operations include everything from fulfilment centres and delivery stations to corporate support teams.,Our operations include everything from fulfilment centres and delivery stations to corporate support teams.
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0010,"Each site provides unique opportunities to learn, lead, and deliver results.","Each site provides unique opportunities to learn, lead, and deliver results.","Each site provides unique opportunities to learn, lead, and deliver results."
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0011,"While you’ll be placed within a specific site, you’ll collaborate with leaders across Amazon’s network to share ideas and best practices.","While you’ll be placed within a specific site, you’ll collaborate with leaders across Amazon’s network to share ideas and best practices.","While you’ll be placed within a specific site, you’ll collaborate with leaders across Amazon’s network to share ideas and best practices."
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0012,"Direct line management is not required, but you must demonstrate clear ownership and oversight beyond individual contribution. * Please note, if you have received educational qualifications outside of the UK then we will require a Statement of Comparability to confirm your eligibility for the scheme.","Direct line management is not required, but you must demonstrate clear ownership and oversight beyond individual contribution. Please note, if you have received educational qualifications outside of the UK then we will require a Statement of Comparability to confirm your eligibility for the scheme.","Direct line management is not required, but you must demonstrate clear ownership and oversight beyond individual contribution. Please note, if you have received educational qualifications outside of the UK then we will require a Statement of Comparability to confirm your eligibility for the scheme."
in-bbe5e398c09a8b40,2026-03-09,in-bbe5e398c09a8b40_0013,"Please ensure you obtain one during the application process, through UK ENIC: https://www.enic.org.uk/ * Previous qualifications will be reviewed for funding eligibility and offers are subject to funding approval * PLEASE NOTE: This position is a 30\\-month fixed\\-term contract.","Please ensure you obtain one during the application process, through UK ENIC: https: www.enic.org.uk/ Previous qualifications will be reviewed for funding eligibility and offers are subject to funding approval PLEASE NOTE: This position is a 30 -month fixed -term contract.","Please ensure you obtain one during the application process, through UK ENIC: https: www.enic.org.uk/ Previous qualifications will be reviewed for funding eligibility and offers are subject to funding approval PLEASE NOTE: This position is a 30 -month fixed -term contract."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0001,"# **Join Axon and be a Force for Good.** At Axon, we're on a mission to Protect Life.","# Join Axon and be a Force for Good. At Axon, we're on a mission to Protect Life.","# Join Axon and be a Force for Good. At Axon, we're on a mission to Protect Life."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0002,"We're explorers, pursuing society's most critical safety and justice issues with our ecosystem of devices and cloud software.","We're explorers, pursuing society's most critical safety and justice issues with our ecosystem of devices and cloud software.","We're explorers, pursuing society's most critical safety and justice issues with our ecosystem of devices and cloud software."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0003,"Like our products, we work better together.","Like our products, we work better together.","Like our products, we work better together."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0004,"We connect with candor and care, seeking out diverse perspectives from our customers, communities and each other.","We connect with candor and care, seeking out diverse perspectives from our customers, communities and each other.","We connect with candor and care, seeking out diverse perspectives from our customers, communities and each other."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0005,"Life at Axon is fast\\-paced, challenging and meaningful.","Life at Axon is fast -paced, challenging and meaningful.","Life at Axon is fast -paced, challenging and meaningful."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0006,"Here, you'll take ownership and drive real change.","Here, you'll take ownership and drive real change.","Here, you'll take ownership and drive real change."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0007,Constantly grow as you work hard for a mission that matters at a company where you matter. # **Your Impact** We are developing the next generation of mission\\-critical communications systems to builds mission\\-critical devices used by public\\-safety professionals worldwide.,Constantly grow as you work hard for a mission that matters at a company where you matter. # Your Impact We are developing the next generation of mission -critical communications systems to builds mission -critical devices used by public -safety professionals worldwide.,Constantly grow as you work hard for a mission that matters at a company where you matter. # Your Impact We are developing the next generation of mission -critical communications systems to builds mission -critical devices used by public -safety professionals worldwide.
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0008,"As a **Staff Wireless Software Engineer**, you will be a technical leader driving architecture and implementation of wireless protocol stacks, transport abstraction layers, and real\\-time communication systems across our devices.","As a Staff Wireless Software Engineer, you will be a technical leader driving architecture and implementation of wireless protocol stacks, transport abstraction layers, and real -time communication systems across our devices.","As a Staff Wireless Software Engineer, you will be a technical leader driving architecture and implementation of wireless protocol stacks, transport abstraction layers, and real -time communication systems across our devices."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0009,"You will operate at the intersection of RF, embedded systems, and cloud\\-connected software. # **This is a hands\\-on technical role with broad architectural influence.** **Work Location: This role is eligible to be based out of Axon's US hubs in Atlanta, Boston, Scottsdale (HQ), San Francisco, or Seattle, and follows a hybrid schedule.","You will operate at the intersection of RF, embedded systems, and cloud -connected software. # This is a hands -on technical role with broad architectural influence. Work Location: This role is eligible to be based out of Axon's US hubs in Atlanta, Boston, Scottsdale (HQ), San Francisco, or Seattle, and follows a hybrid schedule.","You will operate at the intersection of RF, embedded systems, and cloud -connected software. # This is a hands -on technical role with broad architectural influence. Work Location: This role is eligible to be based out of Axon's US hubs in Atlanta, Boston, Scottsdale (HQ), San Francisco, or Seattle, and follows a hybrid schedule."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0010,"We rely on in\\-person collaboration and ask that team members work onsite 4 days per week, Tuesdays through Fridays**, with the flexibility to work remotely on Mondays, unless there is an approved workplace accommodation.","We rely on in -person collaboration and ask that team members work onsite 4 days per week, Tuesdays through Fridays, with the flexibility to work remotely on Mondays, unless there is an approved workplace accommodation.","We rely on in -person collaboration and ask that team members work onsite 4 days per week, Tuesdays through Fridays, with the flexibility to work remotely on Mondays, unless there is an approved workplace accommodation."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0011,"We believe that connection fuels innovation, and our in\\-office culture is designed to foster meaningful teamwork, mentorship, and shared success. **Reports to: VP of Software Engineering** **Direct Reports: 0** **What You'll Do:** You will be tasked with solving the toughest wireless problems our products face: translating research into resilient, high\\-performance PHY/MAC systems; architecting firmware and toolchains that meet extreme latency, power, and reliability targets; and defining the wireless roadmap that balances innovation, manufacturability, and real\\-world performance.","We believe that connection fuels innovation, and our in -office culture is designed to foster meaningful teamwork, mentorship, and shared success. Reports to: VP of Software Engineering Direct Reports: 0 What You'll Do: You will be tasked with solving the toughest wireless problems our products face: translating research into resilient, high -performance PHY/MAC systems; architecting firmware and toolchains that meet extreme latency, power, and reliability targets; and defining the wireless roadmap that balances innovation, manufacturability, and real -world performance.","We believe that connection fuels innovation, and our in -office culture is designed to foster meaningful teamwork, mentorship, and shared success. Reports to: VP of Software Engineering Direct Reports: 0 What You'll Do: You will be tasked with solving the toughest wireless problems our products face: translating research into resilient, high -performance PHY/MAC systems; architecting firmware and toolchains that meet extreme latency, power, and reliability targets; and defining the wireless roadmap that balances innovation, manufacturability, and real -world performance."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0012,"You will shape how our devices connect and perform at scale — from lab prototypes to deployed fleets — and your work will be judged by field performance under real conditions, not just simulations.","You will shape how our devices connect and perform at scale — from lab prototypes to deployed fleets — and your work will be judged by field performance under real conditions, not just simulations.","You will shape how our devices connect and perform at scale — from lab prototypes to deployed fleets — and your work will be judged by field performance under real conditions, not just simulations."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0013,This mission\\-critical wireless systems require both RF understanding and deep systems software expertise.,This mission -critical wireless systems require both RF understanding and deep systems software expertise.,This mission -critical wireless systems require both RF understanding and deep systems software expertise.
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0014,That's ok.,That's ok.,That's ok.
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0015,"At Axon, we Aim Far.","At Axon, we Aim Far.","At Axon, we Aim Far."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0016,"We think big with a long\\-term view because we want to reinvent the world to be a safer, better place.","We think big with a long -term view because we want to reinvent the world to be a safer, better place.","We think big with a long -term view because we want to reinvent the world to be a safer, better place."
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0017,We are also committed to building diverse teams that reflect the communities we serve.,We are also committed to building diverse teams that reflect the communities we serve.,We are also committed to building diverse teams that reflect the communities we serve.
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0018,Studies have shown that women and people of color are less likely to apply to jobs unless they check every box in the job description.,Studies have shown that women and people of color are less likely to apply to jobs unless they check every box in the job description.,Studies have shown that women and people of color are less likely to apply to jobs unless they check every box in the job description.
in-0575010d549b29b8,2026-03-06,in-0575010d549b29b8_0019,"If you're excited about this role and our mission to Protect Life but your experience doesn't align perfectly with every qualification listed here, we encourage you to apply anyways.","If you're excited about this role and our mission to Protect Life but your experience doesn't align perfectly with every qualification listed here, we encourage you to apply anyways.","If you're excited about this role and our mission to Protect Life but your experience doesn't align perfectly with every qualification listed here, we encourage you to apply anyways."
